Word,POS_Tag,Sentence_Count,Token_ID
Holy,PROPN,170,21
War,PROPN,170,22
",",PUNCT,170,23
and,CCONJ,170,24
wearing,VERB,170,25
its,PRON,170,26
distinctive,ADJ,170,27
orange,ADJ,170,28
and,CCONJ,170,29
black,ADJ,170,30
insignia,NOUN,170,31
.,PUNCT,170,32
These,PRON,171,0
have,AUX,171,1
been,AUX,171,2
sighted,VERB,171,3
among,ADP,171,4
Iraqi,ADJ,171,5
crowds,NOUN,171,6
on,ADP,171,7
Haifa,PROPN,171,8
Street,PROPN,171,9
in,ADP,171,10
Baghdad,PROPN,171,11
and,CCONJ,171,12
in,ADP,171,13
Samarra,PROPN,171,14
.,PUNCT,171,15
So,ADV,172,0
now,ADV,172,1
there,PRON,172,2
are,VERB,172,3
hundreds,NOUN,172,4
of,ADP,172,5
al,PROPN,172,6
-,PUNCT,172,7
Qaeda,PROPN,172,8
members,NOUN,172,9
in,ADP,172,10
Iraq,PROPN,172,11
where,SCONJ,172,12
there,PRON,172,13
had,AUX,172,14
been,AUX,172,15
none,NOUN,172,16
before,ADV,172,17
.,PUNCT,172,18
The,DET,173,0
consolidation,NOUN,173,1
of,ADP,173,2
smaller,ADJ,173,3
local,ADJ,173,4
radical,ADJ,173,5
fundamentalist,ADJ,173,6
groups,NOUN,173,7
with,ADP,173,8
al,PROPN,173,9
-,PUNCT,173,10
Qaeda,PROPN,173,11
can,AUX,173,12
also,ADV,173,13
be,AUX,173,14
seen,VERB,173,15
in,ADP,173,16
the,DET,173,17
case,NOUN,173,18
of,ADP,173,19
the,DET,173,20
Fizazi,PROPN,173,21
group,NOUN,173,22
in,ADP,173,23
Tangiers,PROPN,173,24
that,PRON,173,25
morphed,VERB,173,26
into,ADP,173,27
the,DET,173,28
Moroccan,ADJ,173,29
Islamic,PROPN,173,30
Combatant,PROPN,173,31
Group,PROPN,173,32
",",PUNCT,173,33
had,VERB,173,34
members,NOUN,173,35
who,PRON,173,36
met,VERB,173,37
with,ADP,173,38
September,PROPN,173,39
11,NUM,173,40
ringleader,NOUN,173,41
Muhammad,PROPN,173,42
Atta,PROPN,173,43
",",PUNCT,173,44
and,CCONJ,173,45
ultimately,ADV,173,46
was,AUX,173,47
in,ADP,173,48
part,NOUN,173,49
responsible,ADJ,173,50
for,ADP,173,51
the,DET,173,52
Madrid,PROPN,173,53
train,NOUN,173,54
bombings,NOUN,173,55
.,PUNCT,173,56
The,DET,174,0
September,PROPN,174,1
11,NUM,174,2
Panel,PROPN,174,3
will,AUX,174,4
issue,VERB,174,5
its,PRON,174,6
findings,NOUN,174,7
on,ADP,174,8
Thursday,PROPN,174,9
.,PUNCT,174,10
It,PRON,175,0
notes,VERB,175,1
10,NUM,175,2
points,NOUN,175,3
at,ADP,175,4
which,PRON,175,5
the,DET,175,6
US,PROPN,175,7
made,VERB,175,8
key,ADJ,175,9
mistakes,NOUN,175,10
that,PRON,175,11
might,AUX,175,12
have,AUX,175,13
stopped,VERB,175,14
Bin,PROPN,175,15
Laden,PROPN,175,16
's,PART,175,17
plot,NOUN,175,18
.,PUNCT,175,19
Four,NUM,176,0
of,ADP,176,1
these,PRON,176,2
were,AUX,176,3
under,ADP,176,4
Clinton,PROPN,176,5
and,CCONJ,176,6
6,NUM,176,7
under,ADP,176,8
Bush,PROPN,176,9
.,PUNCT,176,10
Bush,PROPN,177,0
came,VERB,177,1
out,ADP,177,2
today,NOUN,177,3
and,CCONJ,177,4
said,VERB,177,5
that,SCONJ,177,6
if,SCONJ,177,7
he,PRON,177,8
had,AUX,177,9
known,VERB,177,10
what,PRON,177,11
was,AUX,177,12
coming,VERB,177,13
",",PUNCT,177,14
he,PRON,177,15
would,AUX,177,16
have,AUX,177,17
expended,VERB,177,18
every,DET,177,19
effort,NOUN,177,20
to,PART,177,21
stop,VERB,177,22
it,PRON,177,23
",",PUNCT,177,24
and,CCONJ,177,25
that,PRON,177,26
so,ADV,177,27
would,AUX,177,28
have,VERB,177,29
Clinton,PROPN,177,30
.,PUNCT,177,31
This,DET,178,0
statement,NOUN,178,1
is,AUX,178,2
",",PUNCT,178,3
despite,SCONJ,178,4
its,PRON,178,5
facade,NOUN,178,6
of,ADP,178,7
fair,ADJ,178,8
-,PUNCT,178,9
mindedness,NOUN,178,10
",",PUNCT,178,11
so,ADV,178,12
many,ADJ,178,13
weasel,NOUN,178,14
words,NOUN,178,15
.,PUNCT,178,16
Of,ADV,179,0
course,ADV,179,1
Bush,PROPN,179,2
would,AUX,179,3
have,AUX,179,4
tried,VERB,179,5
to,PART,179,6
stop,VERB,179,7
9/11,NUM,179,8
if,SCONJ,179,9
he,PRON,179,10
had,AUX,179,11
known,VERB,179,12
it,PRON,179,13
was,AUX,179,14
coming,VERB,179,15
.,PUNCT,179,16
The,DET,180,0
question,NOUN,180,1
is,AUX,180,2
",",PUNCT,180,3
"""",PUNCT,180,4
Should,AUX,180,5
he,PRON,180,6
have,AUX,180,7
known,VERB,180,8
it,PRON,180,9
was,AUX,180,10
coming,VERB,180,11
?,PUNCT,180,12
"""",PUNCT,180,13
The,DET,181,0
answer,NOUN,181,1
is,AUX,181,2
",",PUNCT,181,3
"""",PUNCT,181,4
Yes,INTJ,181,5
!,PUNCT,181,6
"""",PUNCT,181,7
We,PRON,182,0
now,ADV,182,1
know,VERB,182,2
that,SCONJ,182,3
Bush,PROPN,182,4
and,CCONJ,182,5
his,PRON,182,6
administration,NOUN,182,7
came,VERB,182,8
into,ADP,182,9
office,NOUN,182,10
obsessed,VERB,182,11
with,ADP,182,12
Iraq,PROPN,182,13
.,PUNCT,182,14
Cheney,PROPN,183,0
was,AUX,183,1
looking,VERB,183,2
at,ADP,183,3
maps,NOUN,183,4
of,ADP,183,5
Iraq,PROPN,183,6
oil,NOUN,183,7
fields,NOUN,183,8
and,CCONJ,183,9
muttering,VERB,183,10
about,ADP,183,11
opportunities,NOUN,183,12
for,ADP,183,13
US,PROPN,183,14
companies,NOUN,183,15
there,ADV,183,16
",",PUNCT,183,17
already,ADV,183,18
in,ADP,183,19
January,PROPN,183,20
or,CCONJ,183,21
February,PROPN,183,22
of,ADP,183,23
2001,NUM,183,24
.,PUNCT,183,25
Wolfowitz,PROPN,184,0
contradicted,VERB,184,1
counter-terrorism,NOUN,184,2
czar,NOUN,184,3
Richard,PROPN,184,4
Clarke,PROPN,184,5
when,SCONJ,184,6
the,DET,184,7
latter,NOUN,184,8
spoke,VERB,184,9
of,ADP,184,10
the,DET,184,11
al,PROPN,184,12
-,PUNCT,184,13
Qaeda,PROPN,184,14
threat,NOUN,184,15
",",PUNCT,184,16
insisting,VERB,184,17
that,SCONJ,184,18
the,DET,184,19
preeminent,ADJ,184,20
threat,NOUN,184,21
of,ADP,184,22
terrorism,NOUN,184,23
against,ADP,184,24
the,DET,184,25
US,PROPN,184,26
came,VERB,184,27
from,ADP,184,28
Iraq,PROPN,184,29
",",PUNCT,184,30
and,CCONJ,184,31
indicating,VERB,184,32
he,PRON,184,33
accepted,VERB,184,34
Laurie,PROPN,184,35
Mylroie,PROPN,184,36
's,PART,184,37
crackpot,NOUN,184,38
conspiracy,NOUN,184,39
theory,NOUN,184,40
that,SCONJ,184,41
Saddam,PROPN,184,42
was,AUX,184,43
behind,ADP,184,44
the,DET,184,45
1993,NUM,184,46
World,PROPN,184,47
Trade,PROPN,184,48
Towers,PROPN,184,49
bombing,NOUN,184,50
.,PUNCT,184,51
If,SCONJ,185,0
you,PRON,185,1
believe,VERB,185,2
crackpot,NOUN,185,3
theories,NOUN,185,4
instead,ADV,185,5
of,ADP,185,6
focusing,VERB,185,7
on,ADP,185,8
the,DET,185,9
reality,NOUN,185,10
--,PUNCT,185,11
that,PRON,185,12
was,AUX,185,13
an,DET,185,14
al,PROPN,185,15
-,PUNCT,185,16
Qaeda,PROPN,185,17
operation,NOUN,185,18
mainly,ADV,185,19
carried,VERB,185,20
out,ADP,185,21
by,ADP,185,22
al,PROPN,185,23
-,PUNCT,185,24
Gamaa,PROPN,185,25
al,PROPN,185,26
-,PUNCT,185,27
Islamiyyah,PROPN,185,28
",",PUNCT,185,29
an,DET,185,30
Egyptian,ADJ,185,31
terrorist,ADJ,185,32
component,NOUN,185,33
allied,VERB,185,34
with,ADP,185,35
Bin,PROPN,185,36
Laden,PROPN,185,37
--,PUNCT,185,38
then,ADV,185,39
you,PRON,185,40
will,AUX,185,41
concentrate,VERB,185,42
on,ADP,185,43
the,DET,185,44
wrong,ADJ,185,45
threat,NOUN,185,46
.,PUNCT,185,47
Even,ADV,186,0
after,ADP,186,1
the,DET,186,2
attacks,NOUN,186,3
on,ADP,186,4
September,PROPN,186,5
11,NUM,186,6
",",PUNCT,186,7
Bush,PROPN,186,8
was,AUX,186,9
obsessing,VERB,186,10
about,ADP,186,11
Iraq,PROPN,186,12
.,PUNCT,186,13
Wolfowitz,PROPN,187,0
lied,VERB,187,1
to,ADP,187,2
him,PRON,187,3
and,CCONJ,187,4
said,VERB,187,5
that,SCONJ,187,6
there,PRON,187,7
was,VERB,187,8
a,DET,187,9
10,NUM,187,10
to,PART,187,11
50,NUM,187,12
%,NOUN,187,13
chance,NOUN,187,14
that,SCONJ,187,15
Iraq,PROPN,187,16
was,AUX,187,17
behind,ADP,187,18
them,PRON,187,19
.,PUNCT,187,20
(,PUNCT,188,0
On,ADP,188,1
what,DET,188,2
evidence,NOUN,188,3
?,PUNCT,188,4
The,DET,189,0
hijackers,NOUN,189,1
were,AUX,189,2
obviously,ADV,189,3
al,PROPN,189,4
-,PUNCT,189,5
Qaeda,PROPN,189,6
",",PUNCT,189,7
and,CCONJ,189,8
no,DET,189,9
operational,ADJ,189,10
links,NOUN,189,11
between,ADP,189,12
al,PROPN,189,13
-,PUNCT,189,14
Qaeda,PROPN,189,15
and,CCONJ,189,16
Iraq,PROPN,189,17
had,AUX,189,18
ever,ADV,189,19
been,AUX,189,20
found,VERB,189,21
),PUNCT,189,22
.,PUNCT,189,23
Rumsfeld,PROPN,190,0
initially,ADV,190,1
rejected,VERB,190,2
an,DET,190,3
attack,NOUN,190,4
on,ADP,190,5
al,PROPN,190,6
-,PUNCT,190,7
Qaeda,PROPN,190,8
bases,NOUN,190,9
in,ADP,190,10
Afghanistan,PROPN,190,11
",",PUNCT,190,12
saying,VERB,190,13
there,PRON,190,14
were,VERB,190,15
"""",PUNCT,190,16
no,DET,190,17
good,ADJ,190,18
targets,NOUN,190,19
"""",PUNCT,190,20
in,ADP,190,21
Afghanistan,PROPN,190,22
.,PUNCT,190,23
(,PUNCT,191,0
What,PRON,191,1
about,ADV,191,2
40,NUM,191,3
al,PROPN,191,4
-,PUNCT,191,5
Qaeda,PROPN,191,6
bases,NOUN,191,7
that,PRON,191,8
had,AUX,191,9
trained,VERB,191,10
the,DET,191,11
9/11,NUM,191,12
hijackers,NOUN,191,13
and,CCONJ,191,14
other,ADJ,191,15
terrorists,NOUN,191,16
gunning,VERB,191,17
for,ADP,191,18
the,DET,191,19
United,PROPN,191,20
States,PROPN,191,21
??,PUNCT,191,22
),PUNCT,191,23
The,DET,192,0
Pentagon,PROPN,192,1
did,AUX,192,2
not,PART,192,3
even,ADV,192,4
have,VERB,192,5
a,DET,192,6
plan,NOUN,192,7
for,ADP,192,8
dealing,VERB,192,9
with,ADP,192,10
Afghanistan,PROPN,192,11
or,CCONJ,192,12
al,PROPN,192,13
-,PUNCT,192,14
Qaeda,PROPN,192,15
that,SCONJ,192,16
it,PRON,192,17
could,AUX,192,18
pull,VERB,192,19
off,ADP,192,20
the,DET,192,21
shelf,NOUN,192,22
",",PUNCT,192,23
according,VERB,192,24
to,ADP,192,25
Bob,PROPN,192,26
Woodward,PROPN,192,27
.,PUNCT,192,28
Bush,PROPN,193,0
did,AUX,193,1
not,PART,193,2
have,VERB,193,3
his,PRON,193,4
eye,NOUN,193,5
on,ADP,193,6
the,DET,193,7
ball,NOUN,193,8
.,PUNCT,193,9
Neither,PRON,194,0
did,VERB,194,1
Cheney,PROPN,194,2
",",PUNCT,194,3
Rumsfeld,PROPN,194,4
",",PUNCT,194,5
or,CCONJ,194,6
Wolfowitz,PROPN,194,7
.,PUNCT,194,8
They,PRON,195,0
were,AUX,195,1
playing,VERB,195,2
Captain,PROPN,195,3
Ahab,PROPN,195,4
to,ADP,195,5
Saddam,PROPN,195,6
's,PART,195,7
great,ADJ,195,8
white,ADJ,195,9
whale,NOUN,195,10
.,PUNCT,195,11
Imperial,PROPN,196,0
Hubris,PROPN,196,1
makes,VERB,196,2
the,DET,196,3
case,NOUN,196,4
that,SCONJ,196,5
lots,NOUN,196,6
of,ADP,196,7
people,NOUN,196,8
in,ADP,196,9
the,DET,196,10
CIA,PROPN,196,11
and,CCONJ,196,12
counter-terrorism,NOUN,196,13
divisions,NOUN,196,14
elsewhere,ADV,196,15
in,ADP,196,16
the,DET,196,17
US,PROPN,196,18
government,NOUN,196,19
knew,VERB,196,20
all,ADV,196,21
about,ADP,196,22
Bin,PROPN,196,23
Laden,PROPN,196,24
and,CCONJ,196,25
the,DET,196,26
threat,NOUN,196,27
he,PRON,196,28
posed,VERB,196,29
.,PUNCT,196,30
They,PRON,197,0
were,AUX,197,1
from,ADP,197,2
all,DET,197,3
accounts,NOUN,197,4
marginalized,VERB,197,5
and,CCONJ,197,6
not,PART,197,7
listened,VERB,197,8
to,ADP,197,9
.,PUNCT,197,10
Bush,PROPN,198,0
demoted,VERB,198,1
Dick,PROPN,198,2
Clarke,PROPN,198,3
",",PUNCT,198,4
among,ADP,198,5
the,DET,198,6
most,ADV,198,7
vocal,ADJ,198,8
and,CCONJ,198,9
focused,ADJ,198,10
of,ADP,198,11
the,DET,198,12
al,PROPN,198,13
-,PUNCT,198,14
Qaeda,PROPN,198,15
experts,NOUN,198,16
",",PUNCT,198,17
from,ADP,198,18
his,PRON,198,19
cabinet,NOUN,198,20
.,PUNCT,198,21
Dick,PROPN,199,0
could,AUX,199,1
never,ADV,199,2
thereafter,ADV,199,3
get,VERB,199,4
any,DET,199,5
real,ADJ,199,6
cooperation,NOUN,199,7
from,ADP,199,8
the,DET,199,9
cabinet,NOUN,199,10
officers,NOUN,199,11
",",PUNCT,199,12
who,PRON,199,13
outranked,VERB,199,14
him,PRON,199,15
",",PUNCT,199,16
and,CCONJ,199,17
he,PRON,199,18
could,AUX,199,19
not,PART,199,20
convince,VERB,199,21
them,PRON,199,22
to,PART,199,23
go,VERB,199,24
to,ADP,199,25
battle,NOUN,199,26
stations,NOUN,199,27
in,ADP,199,28
the,DET,199,29
summer,NOUN,199,30
of,ADP,199,31
2001,NUM,199,32
when,SCONJ,199,33
George,PROPN,199,34
Tenet,PROPN,199,35
's,PART,199,36
hair,NOUN,199,37
was,AUX,199,38
"""",PUNCT,199,39
on,ADP,199,40
fire,NOUN,199,41
"""",PUNCT,199,42
about,ADP,199,43
the,DET,199,44
excited,ADJ,199,45
chatter,NOUN,199,46
the,DET,199,47
CIA,PROPN,199,48
was,AUX,199,49
picking,VERB,199,50
up,ADP,199,51
from,ADP,199,52
radical,ADJ,199,53
Islamist,ADJ,199,54
terrorists,NOUN,199,55
.,PUNCT,199,56
As,ADP,200,0
for,ADP,200,1
the,DET,200,2
Clinton,PROPN,200,3
administration,NOUN,200,4
",",PUNCT,200,5
let,VERB,200,6
me,PRON,200,7
say,VERB,200,8
one,NUM,200,9
thing,NOUN,200,10
in,ADP,200,11
its,PRON,200,12
defense,NOUN,200,13
.,PUNCT,200,14
Clinton,PROPN,201,0
had,AUX,201,1
worked,VERB,201,2
out,ADP,201,3
a,DET,201,4
deal,NOUN,201,5
with,ADP,201,6
Pakistani,ADJ,201,7
Prime,PROPN,201,8
Minister,PROPN,201,9
Nawaz,PROPN,201,10
Sharif,PROPN,201,11
in,ADP,201,12
summer,NOUN,201,13
of,ADP,201,14
1999,NUM,201,15
that,PRON,201,16
would,AUX,201,17
have,AUX,201,18
allowed,VERB,201,19
the,DET,201,20
US,PROPN,201,21
to,PART,201,22
send,VERB,201,23
a,DET,201,24
Special,PROPN,201,25
Ops,PROPN,201,26
team,NOUN,201,27
in,ADP,201,28
after,ADP,201,29
Bin,PROPN,201,30
Laden,PROPN,201,31
in,ADP,201,32
Qandahar,PROPN,201,33
",",PUNCT,201,34
based,VERB,201,35
from,ADP,201,36
Pakistan,PROPN,201,37
.,PUNCT,201,38
I,PRON,202,0
presume,VERB,202,1
you,PRON,202,2
need,VERB,202,3
the,DET,202,4
Pakistan,PROPN,202,5
base,NOUN,202,6
for,ADP,202,7
rescue,NOUN,202,8
operations,NOUN,202,9
in,ADP,202,10
case,NOUN,202,11
anything,PRON,202,12
went,VERB,202,13
wrong,ADJ,202,14
.,PUNCT,202,15
You,PRON,203,0
also,ADV,203,1
need,VERB,203,2
Pakistani,ADJ,203,3
air,NOUN,203,4
space,NOUN,203,5
.,PUNCT,203,6
The,DET,204,0
plan,NOUN,204,1
was,AUX,204,2
all,PRON,204,3
set,VERB,204,4
and,CCONJ,204,5
could,AUX,204,6
have,AUX,204,7
succeeded,VERB,204,8
.,PUNCT,204,9
But,CCONJ,205,0
in,ADP,205,1
fall,NOUN,205,2
of,ADP,205,3
1999,NUM,205,4
",",PUNCT,205,5
Gen.,PROPN,205,6
Pervez,PROPN,205,7
Musharraf,PROPN,205,8
made,VERB,205,9
a,DET,205,10
coup,NOUN,205,11
against,ADP,205,12
Nawaz,PROPN,205,13
Sharif,PROPN,205,14
.,PUNCT,205,15
The,DET,206,0
Pakistani,ADJ,206,1
army,NOUN,206,2
was,AUX,206,3
rife,ADJ,206,4
with,ADP,206,5
elements,NOUN,206,6
protective,ADJ,206,7
of,ADP,206,8
the,DET,206,9
Taliban,PROPN,206,10
",",PUNCT,206,11
and,CCONJ,206,12
the,DET,206,13
new,ADJ,206,14
military,ADJ,206,15
government,NOUN,206,16
reneged,VERB,206,17
on,ADP,206,18
the,DET,206,19
deal,NOUN,206,20
.,PUNCT,206,21
Musharraf,PROPN,207,0
told,VERB,207,1
Clinton,PROPN,207,2
he,PRON,207,3
could,AUX,207,4
n't,PART,207,5
use,VERB,207,6
Pakistani,ADJ,207,7
soil,NOUN,207,8
or,CCONJ,207,9
air,NOUN,207,10
space,NOUN,207,11
to,PART,207,12
send,VERB,207,13
the,DET,207,14
team,NOUN,207,15
in,ADP,207,16
against,ADP,207,17
Bin,PROPN,207,18
Laden,PROPN,207,19
.,PUNCT,207,20
Look,VERB,208,0
at,ADP,208,1
a,DET,208,2
map,NOUN,208,3
and,CCONJ,208,4
you,PRON,208,5
try,VERB,208,6
to,PART,208,7
figure,VERB,208,8
out,ADP,208,9
how,SCONJ,208,10
",",PUNCT,208,11
in,ADP,208,12
fall,NOUN,208,13
of,ADP,208,14
1999,NUM,208,15
",",PUNCT,208,16
you,PRON,208,17
could,AUX,208,18
possibly,ADV,208,19
pull,VERB,208,20
off,ADP,208,21
such,DET,208,22
an,DET,208,23
operation,NOUN,208,24
without,ADP,208,25
Pakistani,ADJ,208,26
facilities,NOUN,208,27
.,PUNCT,208,28
Of,ADV,209,0
course,ADV,209,1
",",PUNCT,209,2
you,PRON,209,3
could,AUX,209,4
just,ADV,209,5
go,VERB,209,6
in,ADV,209,7
by,ADP,209,8
main,ADJ,209,9
force,NOUN,209,10
.,PUNCT,209,11
But,CCONJ,210,0
for,SCONJ,210,1
those,PRON,210,2
of,ADP,210,3
you,PRON,210,4
tempted,VERB,210,5
in,ADP,210,6
that,DET,210,7
direction,NOUN,210,8
",",PUNCT,210,9
please,INTJ,210,10
look,VERB,210,11
up,ADP,210,12
Carter,PROPN,210,13
's,PART,210,14
Tabas,PROPN,210,15
operation,NOUN,210,16
.,PUNCT,210,17
It,PRON,211,0
should,AUX,211,1
be,AUX,211,2
easily,ADV,211,3
googled,VERB,211,4
.,PUNCT,211,5
Clinton,PROPN,212,0
tried,VERB,212,1
",",PUNCT,212,2
and,CCONJ,212,3
tried,VERB,212,4
hard,ADV,212,5
.,PUNCT,212,6
The,DET,213,0
gods,NOUN,213,1
were,AUX,213,2
n't,PART,213,3
with,ADP,213,4
us,PRON,213,5
on,ADP,213,6
that,DET,213,7
one,NUM,213,8
.,PUNCT,213,9
that,PRON,214,0
is,AUX,214,1
how,SCONJ,214,2
i,PRON,214,3
want,VERB,214,4
you,PRON,214,5
to,PART,214,6
refer,VERB,214,7
to,ADP,214,8
me,PRON,214,9
as,ADP,214,10
"""",PUNCT,214,11
the,DET,214,12
king,NOUN,214,13
"""",PUNCT,214,14
i,PRON,215,0
do,AUX,215,1
n't,PART,215,2
think,VERB,215,3
so,ADV,215,4
.,PUNCT,215,5
i,PRON,216,0
'm,AUX,216,1
the,DET,216,2
king,NOUN,216,3
yeah,INTJ,217,0
sounds,VERB,218,0
exciting,ADJ,218,1
.,PUNCT,218,2
want,VERB,219,0
to,PART,219,1
go,VERB,219,2
to,ADP,219,3
dinner,NOUN,219,4
with,ADP,219,5
me,PRON,219,6
before,SCONJ,219,7
you,PRON,219,8
have,VERB,219,9
your,PRON,219,10
',PUNCT,219,11
matt,PROPN,219,12
time,NOUN,219,13
',PUNCT,219,14
?,PUNCT,219,15
probablyl,NOUN,220,0
gon,VERB,220,1
na,PART,220,2
just,ADV,220,3
kick,VERB,220,4
it,PRON,220,5
you,PRON,221,0
know,VERB,221,1
",",PUNCT,221,2
whatever,PRON,221,3
.,PUNCT,221,4
i,PRON,222,0
will,AUX,222,1
let,VERB,222,2
you,PRON,222,3
know,VERB,222,4
later,ADV,222,5
.,PUNCT,222,6
what,PRON,223,0
are,AUX,223,1
you,PRON,223,2
doing,VERB,223,3
tonight,NOUN,223,4
.,PUNCT,223,5
like,INTJ,224,0
what,PRON,224,1
?,PUNCT,224,2
i,PRON,225,0
can,AUX,225,1
think,VERB,225,2
of,ADP,225,3
a,DET,225,4
few,ADJ,225,5
things,NOUN,225,6
you,PRON,226,0
r,NOUN,226,1
retarded,ADJ,226,2
.,PUNCT,226,3
i,PRON,227,0
used,VERB,227,1
to,PART,227,2
have,VERB,227,3
one,NUM,227,4
.,PUNCT,227,5
they,PRON,228,0
are,AUX,228,1
great,ADJ,228,2
dogs,NOUN,228,3
.,PUNCT,228,4
cocker,NOUN,229,0
spaniels,NOUN,229,1
are,AUX,229,2
retarded,ADJ,229,3
.,PUNCT,229,4
why,SCONJ,230,0
do,AUX,230,1
you,PRON,230,2
think,VERB,230,3
i,PRON,230,4
should,AUX,230,5
get,VERB,230,6
one,NUM,230,7
of,ADP,230,8
those,PRON,230,9
?,PUNCT,230,10
ca,AUX,231,0
n't,PART,231,1
believe,VERB,231,2
you,PRON,231,3
left,VERB,231,4
last,ADJ,231,5
night,NOUN,231,6
.,PUNCT,231,7
nice,ADJ,232,0
sarcasm,NOUN,232,1
.,PUNCT,232,2
that,PRON,233,0
's,AUX,233,1
fine,ADJ,233,2
",",PUNCT,233,3
i,PRON,233,4
do,AUX,233,5
n't,PART,233,6
want,VERB,233,7
to,PART,233,8
see,VERB,233,9
you,PRON,233,10
either,ADV,233,11
",",PUNCT,233,12
i,PRON,233,13
just,ADV,233,14
need,VERB,233,15
to,PART,233,16
make,VERB,233,17
a,DET,233,18
cd,PROPN,233,19
.,PUNCT,233,20
i,PRON,234,0
ca,AUX,234,1
n't,PART,234,2
wait,VERB,234,3
i,PRON,235,0
was,AUX,235,1
thinking,VERB,235,2
somewhere,ADV,235,3
that,PRON,235,4
requires,VERB,235,5
a,DET,235,6
jacket,NOUN,235,7
",",PUNCT,235,8
like,ADP,235,9
tony,PROPN,235,10
's,PART,235,11
.,PUNCT,235,12
someplace,NOUN,236,0
that,PRON,236,1
is,AUX,236,2
like,ADP,236,3
$,SYM,236,4
30,NUM,236,5
an,DET,236,6
entree,NOUN,236,7
.,PUNCT,236,8
yeah,INTJ,237,0
",",PUNCT,237,1
i,PRON,237,2
was,AUX,237,3
thinking,VERB,237,4
somewhere,ADV,237,5
like,ADP,237,6
mcdonald,PROPN,237,7
's,PART,237,8
.,PUNCT,237,9
that,PRON,238,0
may,AUX,238,1
be,AUX,238,2
too,ADV,238,3
nice,ADJ,238,4
though,ADV,238,5
.,PUNCT,238,6
what,PRON,239,0
do,AUX,239,1
you,PRON,239,2
think,VERB,239,3
?,PUNCT,239,4
we,PRON,240,0
can,AUX,240,1
go,VERB,240,2
somewhere,ADV,240,3
nice,ADJ,240,4
.,PUNCT,240,5
real,ADV,241,0
nice,ADJ,241,1
.,PUNCT,241,2
oh,INTJ,242,0
.,PUNCT,242,1
my,PRON,243,0
bad,ADJ,243,1
.,PUNCT,243,2
i,PRON,244,0
must,AUX,244,1
have,AUX,244,2
had,VERB,244,3
you,PRON,244,4
messed,VERB,244,5
up,ADP,244,6
with,ADP,244,7
some,DET,244,8
other,ADJ,244,9
girl,NOUN,244,10
i,PRON,244,11
made,VERB,244,12
the,DET,244,13
bet,NOUN,244,14
with,ADP,244,15
.,PUNCT,244,16
bet,VERB,245,0
?,PUNCT,245,1
really,ADV,246,0
",",PUNCT,246,1
i,PRON,246,2
have,VERB,246,3
no,DET,246,4
idea,NOUN,246,5
what,PRON,246,6
you,PRON,246,7
're,AUX,246,8
talking,VERB,246,9
about,ADP,246,10
.,PUNCT,246,11
you,PRON,247,0
must,AUX,247,1
be,AUX,247,2
thinking,VERB,247,3
of,ADP,247,4
someone,PRON,247,5
else,ADV,247,6
.,PUNCT,247,7
i,PRON,248,0
do,AUX,248,1
n't,PART,248,2
even,ADV,248,3
like,VERB,248,4
a&m,PROPN,248,5
",",PUNCT,248,6
i,PRON,248,7
would,AUX,248,8
n't,PART,248,9
bet,VERB,248,10
on,ADP,248,11
them,PRON,248,12
.,PUNCT,248,13
colorado,PROPN,249,0
beat,VERB,249,1
texas,PROPN,249,2
a&m,PROPN,249,3
.,PUNCT,249,4
i,PRON,250,0
know,VERB,250,1
you,PRON,250,2
remember,VERB,250,3
the,DET,250,4
bet,NOUN,250,5
.,PUNCT,250,6
no,INTJ,251,0
.,PUNCT,251,1
i,PRON,252,0
got,VERB,252,1
her,PRON,252,2
number,NOUN,252,3
though,ADV,252,4
.,PUNCT,252,5
i,PRON,253,0
want,VERB,253,1
to,PART,253,2
hook,VERB,253,3
up,ADP,253,4
with,ADP,253,5
that,DET,253,6
girl,NOUN,253,7
paige,PROPN,253,8
in,ADP,253,9
the,DET,253,10
brown,ADJ,253,11
leather,NOUN,253,12
jacket,NOUN,253,13
.,PUNCT,253,14
what,PRON,254,0
happened,VERB,254,1
to,ADP,254,2
you,PRON,254,3
?,PUNCT,254,4
i,PRON,255,0
had,VERB,255,1
a,DET,255,2
blast,NOUN,255,3
that,DET,255,4
night,NOUN,255,5
.,PUNCT,255,6
did,AUX,256,0
you,PRON,256,1
hook,VERB,256,2
up,ADP,256,3
with,ADP,256,4
that,DET,256,5
blonde,ADJ,256,6
chick,NOUN,256,7
saturday,PROPN,256,8
night,NOUN,256,9
?,PUNCT,256,10
no,INTJ,257,0
i,PRON,257,1
am,AUX,257,2
not,PART,257,3
lying,VERB,257,4
.,PUNCT,257,5
i,PRON,258,0
flew,VERB,258,1
here,ADV,258,2
last,ADJ,258,3
night,NOUN,258,4
.,PUNCT,258,5
are,AUX,259,0
you,PRON,259,1
lying,VERB,259,2
?,PUNCT,259,3
i,PRON,260,0
am,AUX,260,1
out,ADP,260,2
of,ADP,260,3
town,NOUN,260,4
.,PUNCT,260,5
i,PRON,261,0
am,AUX,261,1
in,ADP,261,2
portland,PROPN,261,3
.,PUNCT,261,4
you,PRON,262,0
can,AUX,262,1
buy,VERB,262,2
me,PRON,262,3
dinner,NOUN,262,4
when,SCONJ,262,5
we,PRON,262,6
get,VERB,262,7
back,ADV,262,8
.,PUNCT,262,9
i,PRON,263,0
am,AUX,263,1
sure,ADJ,263,2
