lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,ENSEMBLE tag,ENSEMBLE replacements,entropy,%OPENCLASS
afraid,afraid,0.001207729468599,0.002415458937198,1,Now i afraid to eat but i am hungry now...,32533,1,2,"('Now', 'i', 'afraid', 'to', 'eat', 'but', 'i', 'am', 'hungry', 'now', '...')",828.0,VERB,"['want', 'have', 'need', 'like', 'got']",0.03792354562146057,0.9987937273823884
strength,strength,0.0040899795501022,0.0,2,I have always prayed that god would strength me and bring somebody to me that needed god and he did.,13219,3,7,"('I', 'have', 'always', 'prayed', 'that', 'god', 'would', 'strength', 'me', 'and', 'bring', 'somebody', 'to', 'me', 'that', 'needed', 'god', 'and', 'he', 'did', '.')",489.0,VERB,"['help', 'bless', 'save', 'find', 'touch']",0.03833714261255966,1.0
strength,strength,0.0040899795501022,0.0,2,i don even haf to strength to walk to my own toilet still ask me go gym...eat noodles for my dinner yuck it taste suck...after eating three rounds of medicine,4780,4,5,"('i', 'don', 'even', 'haf', 'to', 'strength', 'to', 'walk', 'to', 'my', 'own', 'toilet', 'still', 'ask', 'me', 'go', 'gym', '...', 'eat', 'noodles', 'for', 'my', 'dinner', 'yuck', 'it', 'taste', 'suck', '...', 'after', 'eating', 'three', 'rounds', 'of', 'medicine')",489.0,VERB,"['learn', 'try', 'remember', 'have', 'know']",0.03833714261255966,1.0
death,death,0.0014054813773717,0.0014054813773717,2,"It was everyone that i love to death up here, minues a few that couldn't make it.",21011,18,7,"('It', 'was', 'everyone', 'that', 'i', 'love', 'to', 'death', 'up', 'here', ',', 'minues', 'a', 'few', 'that', 'could', ""n't"", 'make', 'it', '.')",1423.0,VERB,"['see', 'meet', 'join', 'catch', 'show']",0.03905438303692945,1.0
death,Death,0.0014054813773717,0.0014054813773717,2,Death to him too.,34586,36,0,"('Death', 'to', 'him', 'too', '.')",1423.0,CCONJ,"['Thanks', 'And', 'Listen', '...', 'and']",0.03905438303692945,1.0
appearance,appearances,0.0043668122270742,0.0,1,O dahil hindi niya alam kung paano mag-rereact sa mga sudden appearances ko ulit sa tahimik na niyang buhay?,22953,4,13,"('O', 'dahil', 'hindi', 'niya', 'alam', 'kung', 'paano', 'mag', '-', 'rereact', 'sa', 'mga', 'sudden', 'appearances', 'ko', 'ulit', 'sa', 'tahimik', 'na', 'niyang', 'buhay', '?')",229.0,NOUN,"['entry', 'appearance', 'intervention', 'changes', 'presence']",0.04051853381938456,1.0
holiday,holidayed,0.0027063599458728,0.0013531799729364,2,"It is many years since i have travelled abroad, years since i holidayed at all.",17336,12,13,"('It', 'is', 'many', 'years', 'since', 'i', 'have', 'travelled', 'abroad', ',', 'years', 'since', 'i', 'holidayed', 'at', 'all', '.')",739.0,VERB,"['travel', 'have', 'did', 'went', 'wrote']",0.041823518073131435,1.0
holiday,holidaying,0.0027063599458728,0.0013531799729364,2,As some of you may know i only recently got back from holidaying in my summer resort on tahiti.,30630,4,12,"('As', 'some', 'of', 'you', 'may', 'know', 'i', 'only', 'recently', 'got', 'back', 'from', 'holidaying', 'in', 'my', 'summer', 'resort', 'on', 'tahiti', '.')",739.0,NOUN,"['vacation', 'being', 'holiday', 'camping', 'living']",0.041823518073131435,1.0
sad,sad,0.000512557662737,0.0025627883136852,1,i sad or sianxx find her she wont not find me troublesome..,38373,31,1,"('i', 'sad', 'or', 'sianxx', 'find', 'her', 'she', 'wo', 'nt', 'not', 'find', 'me', 'troublesome', '..')",1951.0,AUX,"['can', 'could', 'would', 'was', 'want']",0.043745878566606416,0.997443762781186
action,action,0.0008880994671403,0.0035523978685612,1,"So heavy.. haha u see, i action already..",34745,41,8,"('So', 'heavy', '..', 'haha', 'u', 'see', ',', 'i', 'action', 'already', '..')",1126.0,VERB,"['know', 'cry', 'am', 'feel', 'started']",0.04430052513095485,1.0
pill,pill,0.0049504950495049,0.0,1,And i think he still does - but its becoming obvious that all of amanda and i's personal belongings is gonna be tricky to pill into two little escorts.,38524,4,26,"('And', 'i', 'think', 'he', 'still', 'does', '-', 'but', 'its', 'becoming', 'obvious', 'that', 'all', 'of', 'amanda', 'and', 'i', ""'s"", 'personal', 'belongings', 'is', 'gon', 'na', 'be', 'tricky', 'to', 'pill', 'into', 'two', 'little', 'escorts', '.')",202.0,VERB,"['fit', 'pack', 'get', 'put', 'stuff']",0.045036285093553896,1.0
parking,parking,0.0049504950495049,0.0,2,I know what car he drives - by seeing him parking in the garage one day.,4141,11,10,"('I', 'know', 'what', 'car', 'he', 'drives', '-', 'by', 'seeing', 'him', 'parking', 'in', 'the', 'garage', 'one', 'day', '.')",404.0,VERB,"['sitting', 'sit', 'driving', 'out', 'park']",0.045036285093553896,1.0
parking,parking,0.0049504950495049,0.0,2,i ended up parking next door at smart n final.,13058,5,3,"('i', 'ended', 'up', 'parking', 'next', 'door', 'at', 'smart', 'n', 'final', '.')",404.0,VERB,"['living', 'sitting', 'the', 'right', 'standing']",0.045036285093553896,1.0
disease,diseased,0.0049751243781094,0.0,1,"They need to learn that unsafe sex has consequences, since i don’t want to get a call from the public library complaining that their books are diseased.",16887,18,28,"('They', 'need', 'to', 'learn', 'that', 'unsafe', 'sex', 'has', 'consequences', ',', 'since', 'i', 'do', 'n’t', 'want', 'to', 'get', 'a', 'call', 'from', 'the', 'public', 'library', 'complaining', 'that', 'their', 'books', 'are', 'diseased', '.')",201.0,ADJ,"['broken', 'illegal', 'dangerous', 'dead', 'missing']",0.04522463667671496,1.0
truck,truck,0.005050505050505,0.0,2,"Most everyone headed up to green bay last night after getting back off the lake, but i just headed back home or else i'd have to truck my ass way back to rapids instead of driving only the 40 miles from waupaca.",16449,20,28,"('Most', 'everyone', 'headed', 'up', 'to', 'green', 'bay', 'last', 'night', 'after', 'getting', 'back', 'off', 'the', 'lake', ',', 'but', 'i', 'just', 'headed', 'back', 'home', 'or', 'else', 'i', ""'d"", 'have', 'to', 'truck', 'my', 'ass', 'way', 'back', 'to', 'rapids', 'instead', 'of', 'driving', 'only', 'the', '40', 'miles', 'from', 'waupaca', '.')",396.0,VERB,"['drive', 'make', 'ride', 'work', 'kick']",0.045800011832609046,1.0
truck,trucked,0.005050505050505,0.0,2,"A typical shipment might go from the enrichment plant at portsmouth, ohio to the conversion plant in hematite missouri then to kansas city by truck where it would be flown to los angeles and then trucked down to the general atomic plant in san diego.",2,59,36,"('A', 'typical', 'shipment', 'might', 'go', 'from', 'the', 'enrichment', 'plant', 'at', 'portsmouth', ',', 'ohio', 'to', 'the', 'conversion', 'plant', 'in', 'hematite', 'missouri', 'then', 'to', 'kansas', 'city', 'by', 'truck', 'where', 'it', 'would', 'be', 'flown', 'to', 'los', 'angeles', 'and', 'then', 'trucked', 'down', 'to', 'the', 'general', 'atomic', 'plant', 'in', 'san', 'diego', '.')",396.0,VERB,"['sent', 'back', 'brought', 'carried', 'broken']",0.045800011832609046,1.0
consequence,consequences,0.0052631578947368,0.0,1,The 3 products mentioned are the addends of my life equation which consequences to my answer.,26954,31,12,"('The', '3', 'products', 'mentioned', 'are', 'the', 'addends', 'of', 'my', 'life', 'equation', 'which', 'consequences', 'to', 'my', 'answer', '.')",190.0,VERB,"['lead', 'led', 'contribute', 'add', 'points']",0.047414460026828226,1.0
trend,trending,0.0053475935828877,0.0,1,"Whichever way stark goes, that means the other counties straddling the line (which look a lot like stark county) are trending that way too.",34099,14,23,"('Whichever', 'way', 'stark', 'goes', ',', 'that', 'means', 'the', 'other', 'counties', 'straddling', 'the', 'line', '(', 'which', 'look', 'a', 'lot', 'like', 'stark', 'county', ')', 'are', 'trending', 'that', 'way', 'too', '.')",187.0,VERB,"['going', 'moving', 'in', 'looking', 'doing']",0.048052006058257886,1.0
pub,pubbing,0.0054054054054054,0.0,1,We ended up spending that night in killarney and once again went pubbing all night.,16230,13,12,"('We', 'ended', 'up', 'spending', 'that', 'night', 'in', 'killarney', 'and', 'once', 'again', 'went', 'pubbing', 'all', 'night', '.')",185.0,ADV,"['out', 'shopping', 'home', 'crazy', 'on']",0.048487406924472225,0.9946236559139784
roof,roofed,0.0054347826086956,0.0,1,"The predominant feature of last night's dream was a sense of somehow being in some branch of the military, and having to get on a plane by riding on this conveyor belt system through a very narrow and low-roofed passageway (in the dream, for some reason, i was thinking, this is just like being a fish)and you actually had to lay on your back and go in feet first.",32145,1,42,"('The', 'predominant', 'feature', 'of', 'last', 'night', ""'s"", 'dream', 'was', 'a', 'sense', 'of', 'somehow', 'being', 'in', 'some', 'branch', 'of', 'the', 'military', ',', 'and', 'having', 'to', 'get', 'on', 'a', 'plane', 'by', 'riding', 'on', 'this', 'conveyor', 'belt', 'system', 'through', 'a', 'very', 'narrow', 'and', 'low', '-', 'roofed', 'passageway', '(', 'in', 'the', 'dream', ',', 'for', 'some', 'reason', ',', 'i', 'was', 'thinking', ',', 'this', 'is', 'just', 'like', 'being', 'a', 'fish)and', 'you', 'actually', 'had', 'to', 'lay', 'on', 'your', 'back', 'and', 'go', 'in', 'feet', 'first', '.')",184.0,NOUN,"['key', 'level', 'level', 'flow', 'end']",0.048708312546253296,1.0
marketing,Marketing,0.0055865921787709,0.0,1,Marketing to children by 'big tobacco' = bad too.,34594,29,0,"('Marketing', 'to', 'children', 'by', ""'"", 'big', 'tobacco', ""'"", '=', 'bad', 'too', '.')",179.0,NOUN,"['Attention', 'Good', 'exposure', 'Talk', 'danger']",0.04984622021387214,1.0
truth,truth,0.0009514747859181,0.0028544243577545,1,0_0        your moulin rouge status:  by  urllink  pinkrobelover        your name:           your deepest secret:    you shot the green fairy      the bohemian ideal you hold true to most is:    truth      your job at the moulin rouge:    low-priced whore      what the customers think:    you should charge more for your services      favorite quote:    'the greatest thing you&#39;ll ever learn is just to love and be loved in return.',33709,6,40,"('0_0', '       ', 'your', 'moulin', 'rouge', 'status', ':', ' ', 'by', ' ', 'urllink', ' ', 'pinkrobelover', '       ', 'your', 'name', ':', '          ', 'your', 'deepest', 'secret', ':', '   ', 'you', 'shot', 'the', 'green', 'fairy', '     ', 'the', 'bohemian', 'ideal', 'you', 'hold', 'true', 'to', 'most', 'is', ':', '   ', 'truth', '     ', 'your', 'job', 'at', 'the', 'moulin', 'rouge', ':', '   ', 'low', '-', 'priced', 'whore', '     ', 'what', 'the', 'customers', 'think', ':', '   ', 'you', 'should', 'charge', 'more', 'for', 'your', 'services', '     ', 'favorite', 'quote', ':', '   ', ""'"", 'the', 'greatest', 'thing', 'you&#39;ll', 'ever', 'learn', 'is', 'just', 'to', 'love', 'and', 'be', 'loved', 'in', 'return', '.', ""'"")",1051.0,PUNCT,"['that', ':', 'this', ""'"", 'love']",0.05007529647743611,1.0
breakfast,breakfasted,0.0016750418760469,0.0033500837520938,1,"Needless to say, i wasn't showered or breakfasted.",26123,9,9,"('Needless', 'to', 'say', ',', 'i', 'was', ""n't"", 'showered', 'or', 'breakfasted', '.')",597.0,PRON,"['anything', 'whatever', 'something', 'any', 'else']",0.0502210278717483,1.0
leg,leg,0.0011778563015312,0.0023557126030624,1,"Woke up at 8am again today, leaving me little time to get myself ready and leg it out of the house.",14370,4,17,"('Woke', 'up', 'at', '8', 'am', 'again', 'today', ',', 'leaving', 'me', 'little', 'time', 'to', 'get', 'myself', 'ready', 'and', 'leg', 'it', 'out', 'of', 'the', 'house', '.')",849.0,VERB,"['make', 'making', 'made', 'get', 'makes']",0.05026578025708221,1.0
patience,Patience,0.0057471264367816,0.0,1,Patience my child.,18374,31,0,"('Patience', 'my', 'child', '.')",174.0,INTJ,"['Till', 'Oh', 'For', 'Hej', 'För']",0.05104301664669756,0.9942857142857144
setting,setting,0.005813953488372,0.0,1,I'm not sure if it's the 'breakup' mode setting in or the fact that rose and i realized we've watched over 8 hours worth of sex and the city in the past few days.,31116,19,12,"('I', ""'m"", 'not', 'sure', 'if', 'it', ""'s"", 'the', ""'"", 'breakup', ""'"", 'mode', 'setting', 'in', 'or', 'the', 'fact', 'that', 'rose', 'and', 'i', 'realized', 'we', ""'ve"", 'watched', 'over', '8', 'hours', 'worth', 'of', 'sex', 'and', 'the', 'city', 'in', 'the', 'past', 'few', 'days', '.')",172.0,NOUN,"['going', 'coming', 'setting', 'me', 'is']",0.05153928932135067,1.0
towel,toweled,0.0059880239520958,0.0,1,Emily and i got out and toweled off.,27612,36,6,"('Emily', 'and', 'i', 'got', 'out', 'and', 'toweled', 'off', '.')",167.0,VERB,"['took', 'set', 'went', 'walked', 'started']",0.05282677388968398,1.0
tall,tall,0.0026525198938992,0.0,1,I only get to tall to him sporadically,20841,9,4,"('I', 'only', 'get', 'to', 'tall', 'to', 'him', 'sporadically')",377.0,VERB,"['talk', 'speak', 'write', 'listen', 'chat']",0.053035979797268484,0.989501312335958
fever,fever,0.006060606060606,0.0,1,"He's had to fever induced seizures since last october, and the one in march left him in the hospital for a week, so as you might imagine, the thought of any fever at all kinda freaks us out.",3699,3,4,"('He', ""'s"", 'had', 'to', 'fever', 'induced', 'seizures', 'since', 'last', 'october', ',', 'and', 'the', 'one', 'in', 'march', 'left', 'him', 'in', 'the', 'hospital', 'for', 'a', 'week', ',', 'so', 'as', 'you', 'might', 'imagine', ',', 'the', 'thought', 'of', 'any', 'fever', 'at', 'all', 'kinda', 'freaks', 'us', 'out', '.')",165.0,VERB,"['have', 'take', 'do', 'avoid', 'face']",0.053361433898144774,0.993975903614458
bright,bright,0.0037243947858473,0.0,2,"I m so alone,n dont noe how to entertain myself to happy n bright it up.......",32566,17,16,"('I', 'm', 'so', 'alone', ',', 'n', 'do', 'nt', 'noe', 'how', 'to', 'entertain', 'myself', 'to', 'happy', 'n', 'bright', 'it', 'up', '.......')",537.0,VERB,"['keep', 'live', 'shake', 'have', 'living']",0.054976364538198895,0.9962894248608536
bright,bright,0.0037243947858473,0.0,2,We born to bright up our life not to sit there n nothing to do n thinkin tat y my life is tat bored......,32562,2,3,"('We', 'born', 'to', 'bright', 'up', 'our', 'life', 'not', 'to', 'sit', 'there', 'n', 'nothing', 'to', 'do', 'n', 'thinkin', 'tat', 'y', 'my', 'life', 'is', 'tat', 'bored', '......')",537.0,VERB,"['live', 'make', 'get', 'change', 'take']",0.054976364538198895,0.9962894248608536
shocked,shocked,0.0063694267515923,0.0,1,After loading i drove to the post office and pretty much shocked all of the people there as i kept going back and forth carrying a seemingly endless number of boxes to be shipped.,22503,13,11,"('After', 'loading', 'i', 'drove', 'to', 'the', 'post', 'office', 'and', 'pretty', 'much', 'shocked', 'all', 'of', 'the', 'people', 'there', 'as', 'i', 'kept', 'going', 'back', 'and', 'forth', 'carrying', 'a', 'seemingly', 'endless', 'number', 'of', 'boxes', 'to', 'be', 'shipped', '.')",157.0,VERB,"['saw', 'met', 'lost', 'knew', 'missed']",0.05562236581831019,1.0
faith,faith,0.0020100502512562,0.0040201005025125,2,"faith a oddity on the curvatur of that bubble, making it easier to pop, the short lived, forgotten rott in the ground and the worms will dine tonight with a smile and delight",16482,2,0,"('faith', 'a', 'oddity', 'on', 'the', 'curvatur', 'of', 'that', 'bubble', ',', 'making', 'it', 'easier', 'to', 'pop', ',', 'the', 'short', 'lived', ',', 'forgotten', 'rott', 'in', 'the', 'ground', 'and', 'the', 'worms', 'will', 'dine', 'tonight', 'with', 'a', 'smile', 'and', 'delight')",995.0,ADP,"['with', 'With', 'Just', 'add', 'Add']",0.058674708455372475,1.0
faith,faith,0.0020100502512562,0.0040201005025125,2,I usually sing george michael's 'faith' to faith the bunny in the morning before i zoom off to work.,11848,23,10,"('I', 'usually', 'sing', 'george', 'michael', ""'s"", ""'"", 'faith', ""'"", 'to', 'faith', 'the', 'bunny', 'in', 'the', 'morning', 'before', 'i', 'zoom', 'off', 'to', 'work', '.')",995.0,VERB,"['feed', 'beat', 'get', 'wake', 'hear']",0.058674708455372475,1.0
cable,cabled,0.0029940119760479,0.0029940119760479,1,"In a few months we decied we couldn't justify spending almost $50 a month just for tv, so we called the cable company and told them to cut us back to this $10/mo local channels cabled to your home package.",30876,2,41,"('In', 'a', 'few', 'months', 'we', 'decied', 'we', 'could', ""n't"", 'justify', 'spending', 'almost', '$', '50', 'a', 'month', 'just', 'for', 'tv', ',', 'so', 'we', 'called', 'the', 'cable', 'company', 'and', 'told', 'them', 'to', 'cut', 'us', 'back', 'to', 'this', '$', '10', '/', 'mo', 'local', 'channels', 'cabled', 'to', 'your', 'home', 'package', '.')",334.0,VERB,"['added', 'and', 'add', 'according', 'available']",0.05881479784177979,0.9970149253731344
apology,apologies,0.0068965517241379,0.0,1,"You did not apologies for backing out nor thanked me for taking over your speeches, as expected...",19507,21,3,"('You', 'did', 'not', 'apologies', 'for', 'backing', 'out', 'nor', 'thanked', 'me', 'for', 'taking', 'over', 'your', 'speeches', ',', 'as', 'expected', '...')",145.0,VERB,"['thank', 'ask', 'pay', 'thanks', 'credit']",0.05943184720325876,1.0
disturbing,disturbing,0.0068965517241379,0.0,1,disturbing searches mk2:   'danger crocodiles road sing' - i have a sign.,33558,0,0,"('disturbing', 'searches', 'mk2', ':', '  ', ""'"", 'danger', 'crocodiles', 'road', 'sing', ""'"", '-', 'i', 'have', 'a', 'sign', '.')",145.0,PROPN,"['Google', 'google', 'Yahoo', 'It', 'Who']",0.05943184720325876,1.0
strange,stranging,0.0009950248756218,0.0009950248756218,1,Yes that is my mood toward a specific person right now i feel like stranging a cat or sum othe type of four legged animal cmere paco he,35637,0,14,"('Yes', 'that', 'is', 'my', 'mood', 'toward', 'a', 'specific', 'person', 'right', 'now', 'i', 'feel', 'like', 'stranging', 'a', 'cat', 'or', 'sum', 'othe', 'type', 'of', 'four', 'legged', 'animal', 'cmere', 'paco', 'he')",1005.0,PRON,"['its', 'being', 'either', 'like', 'maybe']",0.060167321464673074,1.0
soap,soaped,0.0070422535211267,0.0,1,"but ya after that we went back to freds to get our cars, but ya i got there and my car was soaped!!",6120,16,23,"('but', 'ya', 'after', 'that', 'we', 'went', 'back', 'to', 'freds', 'to', 'get', 'our', 'cars', ',', 'but', 'ya', 'i', 'got', 'there', 'and', 'my', 'car', 'was', 'soaped', '!', '!')",142.0,VERB,"['gone', 'broken', 'dead', 'out', 'there']",0.06047429775658423,1.0
knife,knifed,0.0071174377224199,0.0,2,"The gold he bought for $10,000 at the fields could be sold for $30,000 back in the capital city of port moresby - provided that no one knifed him and stole the gold in the meantime!",12410,98,29,"('The', 'gold', 'he', 'bought', 'for', '$', '10,000', 'at', 'the', 'fields', 'could', 'be', 'sold', 'for', '$', '30,000', 'back', 'in', 'the', 'capital', 'city', 'of', 'port', 'moresby', '-', 'provided', 'that', 'no', 'one', 'knifed', 'him', 'and', 'stole', 'the', 'gold', 'in', 'the', 'meantime', '!')",281.0,VERB,"['caught', 'followed', 'found', 'hit', 'stopped']",0.0610104981556473,1.0
knife,knifes,0.0071174377224199,0.0,2,"The series is hilarious, but you kinda have to watch it from the start.  -  i now leave you with something different...  drag 'em out the window, draggin' out the dead, singin' i miss you, snakes and ladders, flip the lid, out pops the cracker, slaps you in the head, knifes you in the back, kicks you in the teeth, steel-toed caps, takes all your credit cards, step up, get the gunge.",16815,15,65,"('The', 'series', 'is', 'hilarious', ',', 'but', 'you', 'kinda', 'have', 'to', 'watch', 'it', 'from', 'the', 'start', '.', ' ', '-', ' ', 'i', 'now', 'leave', 'you', 'with', 'something', 'different', '...', ' ', 'drag', ""'em"", 'out', 'the', 'window', ',', 'draggin', ""'"", 'out', 'the', 'dead', ',', 'singin', ""'"", 'i', 'miss', 'you', ',', 'snakes', 'and', 'ladders', ',', 'flip', 'the', 'lid', ',', 'out', 'pops', 'the', 'cracker', ',', 'slaps', 'you', 'in', 'the', 'head', ',', 'knifes', 'you', 'in', 'the', 'back', ',', 'kicks', 'you', 'in', 'the', 'teeth', ',', 'steel', '-', 'toed', 'caps', ',', 'takes', 'all', 'your', 'credit', 'cards', ',', 'step', 'up', ',', 'get', 'the', 'gunge', '.')",281.0,VERB,"['pats', 'takes', 'gets', 'hit', 'looks']",0.0610104981556473,1.0
role,role,0.0071813285457809,0.0,4,"American and british soldiers, albeit a minority of them have behaved terribly and individually they should be punished, but at the very top heads must role for these despicable war crimes.",15864,1,27,"('American', 'and', 'british', 'soldiers', ',', 'albeit', 'a', 'minority', 'of', 'them', 'have', 'behaved', 'terribly', 'and', 'individually', 'they', 'should', 'be', 'punished', ',', 'but', 'at', 'the', 'very', 'top', 'heads', 'must', 'role', 'for', 'these', 'despicable', 'war', 'crimes', '.')",557.0,VERB,"['pay', 'suffer', 'die', 'answer', 'account']",0.06146524868690259,1.0
role,role,0.0071813285457809,0.0,4,"Over the last couple of months, no, make that, the last year, i have found it increasingly hard to role play in camelot.",23811,0,23,"('Over', 'the', 'last', 'couple', 'of', 'months', ',', 'no', ',', 'make', 'that', ',', 'the', 'last', 'year', ',', 'i', 'have', 'found', 'it', 'increasingly', 'hard', 'to', 'role', 'play', 'in', 'camelot', '.')",557.0,ADV,"['actually', 'just', 'not', 'even', 'really']",0.06146524868690259,1.0
role,roling,0.0071813285457809,0.0,4,"Peace and remember, keep those cards and letters roling in... mike@vinterus.com www.vinterus.com www.winerescue.com",21905,81,9,"('Peace', 'and', 'remember', ',', 'keep', 'those', 'cards', 'and', 'letters', 'roling', 'in', '...', 'mike@vinterus.com', 'www.vinterus.com', 'www.winerescue.com')",557.0,VERB,"['coming', 'going', 'all', 'sent', 'posted']",0.06146524868690259,1.0
role,role,0.0071813285457809,0.0,4,i hear from some i care too much...that i need to go w/ the flow and just let things role off my back...that i let things get to me too easily,1342,4,21,"('i', 'hear', 'from', 'some', 'i', 'care', 'too', 'much', '...', 'that', 'i', 'need', 'to', 'go', 'w/', 'the', 'flow', 'and', 'just', 'let', 'things', 'role', 'off', 'my', 'back', '...', 'that', 'i', 'let', 'things', 'get', 'to', 'me', 'too', 'easily')",557.0,VERB,"['fall', 'roll', 'get', 'slide', 'slip']",0.06146524868690259,1.0
butterfly,butterfly,0.0072992700729927,0.0,1,"this guy can't even skate, so i'm confident, i butterfly, make the save with my left pad and hear someone yell 'oh, great save!'",20525,24,13,"('this', 'guy', 'ca', ""n't"", 'even', 'skate', ',', 'so', 'i', ""'m"", 'confident', ',', 'i', 'butterfly', ',', 'make', 'the', 'save', 'with', 'my', 'left', 'pad', 'and', 'hear', 'someone', 'yell', ""'"", 'oh', ',', 'great', 'save', '!', ""'"")",137.0,PRON,"['try', 'go', 'jump', 'think', 'hit']",0.062302547120773724,1.0
expense,expensing,0.0073529411764705,0.0,1,"Last night i picked up the check at dinner (dont get too excited, im expensing it), this morning i stopped at starbucks and got a latte and slice of banana bread.",7741,6,18,"('Last', 'night', 'i', 'picked', 'up', 'the', 'check', 'at', 'dinner', '(', 'do', 'nt', 'get', 'too', 'excited', ',', 'i', 'm', 'expensing', 'it', ')', ',', 'this', 'morning', 'i', 'stopped', 'at', 'starbucks', 'and', 'got', 'a', 'latte', 'and', 'slice', 'of', 'banana', 'bread', '.')",136.0,VERB,"['worth', 'getting', 'doing', 'paying', 'in']",0.06268265300135283,1.0
gas,gassed,0.0074257425742574,0.0,3,"Soon hundreds, maybe thousands will be gassed or diseased, and your suspicions will be quickly and effectively proved true!",2349,2,7,"('Soon', 'hundreds', ',', 'maybe', 'thousands', 'will', 'be', 'gassed', 'or', 'diseased', ',', 'and', 'your', 'suspicions', 'will', 'be', 'quickly', 'and', 'effectively', 'proved', 'true', '!')",404.0,ADJ,"['sick', 'ill', 'dead', 'blind', 'killed']",0.06319733297311526,1.0
gas,gassed,0.0074257425742574,0.0,3,"This posting is not for or against the war -- just a reminder that a vote for it is a tacit acceptance of the possibility that the cost of the goal will not be professional soldiers, but your niece, burned or gassed or diseased or shot.",2318,11,43,"('This', 'posting', 'is', 'not', 'for', 'or', 'against', 'the', 'war', '--', 'just', 'a', 'reminder', 'that', 'a', 'vote', 'for', 'it', 'is', 'a', 'tacit', 'acceptance', 'of', 'the', 'possibility', 'that', 'the', 'cost', 'of', 'the', 'goal', 'will', 'not', 'be', 'professional', 'soldiers', ',', 'but', 'your', 'niece', ',', 'burned', 'or', 'gassed', 'or', 'diseased', 'or', 'shot', '.')",404.0,VERB,"['killed', 'broken', 'hurt', 'sick', 'disabled']",0.06319733297311526,1.0
gas,gasses,0.0074257425742574,0.0,3,"pretty much he gets in front of the car, will puts it in reverse and gasses it, and the guy like pretty much lifts the car and pushes the 4runner out of the hole.",36785,21,16,"('pretty', 'much', 'he', 'gets', 'in', 'front', 'of', 'the', 'car', ',', 'will', 'puts', 'it', 'in', 'reverse', 'and', 'gasses', 'it', ',', 'and', 'the', 'guy', 'like', 'pretty', 'much', 'lifts', 'the', 'car', 'and', 'pushes', 'the', '4runner', 'out', 'of', 'the', 'hole', '.')",404.0,VERB,"['runs', 'takes', 'stop', 'hit', 'makes']",0.06319733297311526,1.0
worried,worried,0.0045045045045045,0.0022522522522522,2,The people in them worried about other things besides the opposite sex.,27663,14,4,"('The', 'people', 'in', 'them', 'worried', 'about', 'other', 'things', 'besides', 'the', 'opposite', 'sex', '.')",444.0,VERB,"['think', 'care', 'talk', 'worry', 'thought']",0.06463215713644258,1.0
worried,worried,0.0045045045045045,0.0022522522522522,2,I dipped my head as i worried as to what would come next.,18413,135,6,"('I', 'dipped', 'my', 'head', 'as', 'i', 'worried', 'as', 'to', 'what', 'would', 'come', 'next', '.')",444.0,VERB,"['thought', 'watched', 'worried', 'knew', 'felt']",0.06463215713644258,1.0
shoe,shoe,0.0058411214953271,0.0011682242990654,5,"so i finally picked up a broom to shoe him out of the apartment, but that little bastard just stood his ground.",39404,17,8,"('so', 'i', 'finally', 'picked', 'up', 'a', 'broom', 'to', 'shoe', 'him', 'out', 'of', 'the', 'apartment', ',', 'but', 'that', 'little', 'bastard', 'just', 'stood', 'his', 'ground', '.')",856.0,VERB,"['get', 'pull', 'push', 'take', 'drag']",0.0647954713944398,1.0
shoe,shoes,0.0058411214953271,0.0011682242990654,5,You need someone who shoes you that you are special  and it makes you feel good to see that you are loved.,25758,4,4,"('You', 'need', 'someone', 'who', 'shoes', 'you', 'that', 'you', 'are', 'special', ' ', 'and', 'it', 'makes', 'you', 'feel', 'good', 'to', 'see', 'that', 'you', 'are', 'loved', '.')",856.0,VERB,"['shows', 'knows', 'tell', 'told', 'gives']",0.0647954713944398,1.0
shoe,shoeing,0.0058411214953271,0.0011682242990654,5,"Now imagine me, shoeing a roach the size of a full grown cat out of the apartment with my roommie on the table in her bra and panties screaming her head of to kill it.",39404,18,4,"('Now', 'imagine', 'me', ',', 'shoeing', 'a', 'roach', 'the', 'size', 'of', 'a', 'full', 'grown', 'cat', 'out', 'of', 'the', 'apartment', 'with', 'my', 'roommie', 'on', 'the', 'table', 'in', 'her', 'bra', 'and', 'panties', 'screaming', 'her', 'head', 'of', 'to', 'kill', 'it', '.')",856.0,VERB,"['taking', 'walking', 'running', 'driving', 'bringing']",0.0647954713944398,1.0
shoe,shoe,0.0058411214953271,0.0011682242990654,5,2)i shudder when i consider that the brother of john belushi could have agreed to be in curly sue.   shoe money tonight!!!!,15694,18,21,"('2)i', 'shudder', 'when', 'i', 'consider', 'that', 'the', 'brother', 'of', 'john', 'belushi', 'could', 'have', 'agreed', 'to', 'be', 'in', 'curly', 'sue', '.', '  ', 'shoe', 'money', 'tonight', '!', '!', '!', '!')",856.0,DET,"['no', 'no', 'the', 'my', 'good']",0.0647954713944398,1.0
