,word,VERB_count,VERB%,PROPN_count,PROPN%,NOUN_count,NOUN%,ADJ_count,ADJ%,open class pos / total,total open class,Entropy
1959,crave,105,0.9813084112149532,0,0.0,2,0.0186915887850467,0,0.0,1.0,107.0,0.13402979616803595
1960,tire,30,0.1327433628318584,0,0.0,192,0.8495575221238938,4,0.0176991150442477,0.9783549783549784,226.0,0.6895616261022783
1961,appeal,118,0.4229390681003584,0,0.0,137,0.4910394265232975,24,0.086021505376344,0.99288256227758,279.0,1.3333636945976564
1962,eeeee,2,0.4,3,0.6,0,0.0,0,0.0,0.8333333333333334,5.0,0.9709505944546688
1963,wad,72,0.1972602739726027,137,0.3753424657534246,153,0.4191780821917808,3,0.0082191780821917,0.948051948051948,365.0,1.5753136869082622
1964,apple,2,0.0041928721174004,31,0.0649895178197065,444,0.9308176100628932,0,0.0,1.0,477.0,0.38568459587670617
1965,sneeze,67,0.788235294117647,0,0.0,17,0.2,1,0.0117647058823529,0.9770114942528736,85.0,0.8103927707032721
1966,burn,870,0.8877551020408163,0,0.0,96,0.0979591836734693,14,0.0142857142857142,0.9829488465396188,980.0,0.568375027861309
1967,incense,8,0.25,0,0.0,23,0.71875,1,0.03125,1.0,32.0,0.998689844084022
1968,skip,320,0.9552238805970148,0,0.0,15,0.044776119402985,0,0.0,0.9852941176470588,335.0,0.2637774366941386
1969,concentrate,164,0.9761904761904762,1,0.0059523809523809,3,0.0178571428571428,0,0.0,1.0,168.0,0.18164232599584848
1970,practise,53,0.8983050847457628,0,0.0,5,0.0847457627118644,1,0.0169491525423728,0.9833333333333332,59.0,0.540449412645123
1971,scale,20,0.0816326530612244,0,0.0,225,0.9183673469387756,0,0.0,0.9959349593495936,245.0,0.40790598013897633
1972,scared,1,0.0015698587127158,1,0.0015698587127158,0,0.0,635,0.9968602825745684,1.0,637.0,0.03376947378879584
1973,brown,5,0.0100401606425702,131,0.2630522088353413,29,0.0582329317269076,333,0.6686746987951807,0.9920318725099602,498.0,1.2005591634550838
1974,proof,2,0.0092165898617511,0,0.0,211,0.9723502304147466,4,0.0184331797235023,0.9954128440366972,217.0,0.20785570794117947
1975,prob,9,0.1,16,0.1777777777777777,63,0.7,2,0.0222222222222222,0.9278350515463918,90.0,1.2574313164021687
1976,overslept,8,0.6666666666666666,0,0.0,3,0.25,1,0.0833333333333333,0.9230769230769232,12.0,1.1887218755408673
1977,chat,505,0.609167671893848,13,0.0156815440289505,311,0.3751507840772014,0,0.0,0.9951980792316928,829.0,1.0602513161589278
1978,blame,449,0.8891089108910891,0,0.0,56,0.1108910891089108,0,0.0,1.0,505.0,0.5025979149975713
1979,slack,115,0.5324074074074074,4,0.0185185185185185,72,0.3333333333333333,25,0.1157407407407407,0.9953917050691244,216.0,1.4791358322244974
1980,fri,2,0.0476190476190476,31,0.7380952380952381,4,0.0952380952380952,5,0.119047619047619,0.8936170212765957,42.0,1.221133468101857
1981,reduce,197,1.0,0,0.0,0,0.0,0,0.0,1.0,197.0,0.0
1982,tolerate,81,1.0,0,0.0,0,0.0,0,0.0,1.0,81.0,0.0
1983,ren,1,0.0588235294117647,14,0.8235294117647058,2,0.1176470588235294,0,0.0,1.0,17.0,0.8343470230852537
1984,bloody,6,0.0131004366812227,8,0.0174672489082969,3,0.0065502183406113,441,0.962882096069869,0.976545842217484,458.0,0.2839884400677803
1985,issit,2,0.125,6,0.375,8,0.5,0,0.0,0.9411764705882352,16.0,1.4056390622295665
1986,affirm,48,1.0,0,0.0,0,0.0,0,0.0,1.0,48.0,0.0
1987,elaborate,57,0.5816326530612245,0,0.0,0,0.0,41,0.4183673469387755,1.0,98.0,0.9806857319036603
1988,web,1,0.0011834319526627,8,0.0094674556213017,836,0.9893491124260356,0,0.0,1.0,845.0,0.09043802298064964
1989,nua,1,0.0625,15,0.9375,0,0.0,0,0.0,0.9411764705882352,16.0,0.3372900666170139
1990,freak,475,0.6192959582790091,5,0.0065189048239895,275,0.3585397653194263,12,0.0156453715775749,0.9922380336351876,767.0,1.0998616503906857
1991,agitate,7,1.0,0,0.0,0,0.0,0,0.0,0.875,7.0,0.0
1992,stir,114,0.8769230769230769,0,0.0,16,0.123076923076923,0,0.0,0.9774436090225564,130.0,0.5381411852224504
1993,install,111,0.7655172413793103,6,0.0413793103448275,28,0.193103448275862,0,0.0,0.9931506849315068,145.0,0.9433858211404405
1994,gimme,40,0.7692307692307693,1,0.0192307692307692,9,0.173076923076923,2,0.0384615384615384,0.7647058823529411,52.0,1.0195464718242595
1995,oso,6,0.0372670807453416,126,0.782608695652174,29,0.1801242236024844,0,0.0,0.8429319371727748,161.0,0.8990628767232133
1996,fry,126,0.4064516129032258,8,0.0258064516129032,167,0.5387096774193548,9,0.0290322580645161,0.9657320872274144,310.0,1.2930753336060536
1997,can't,3,0.0566037735849056,21,0.3962264150943396,29,0.5471698113207547,0,0.0,0.828125,53.0,1.2397128651440101
1998,vomit,49,0.532608695652174,1,0.0108695652173913,40,0.4347826086956521,2,0.0217391304347826,0.968421052631579,92.0,1.1974977586967988
1999,digest,40,0.7843137254901961,1,0.0196078431372549,10,0.196078431372549,0,0.0,1.0,51.0,0.8470056411015325
2000,compound,16,0.2539682539682539,0,0.0,47,0.746031746031746,0,0.0,1.0,63.0,0.8175072881213616
2001,loved,21,0.2763157894736842,1,0.0131578947368421,0,0.0,54,0.7105263157894737,1.0,76.0,0.9452618424543583
2002,climb,287,0.9053627760252366,2,0.0063091482649842,28,0.0883280757097791,0,0.0,0.9968553459119496,317.0,0.4852026712323557
2003,doc,2,0.0133333333333333,35,0.2333333333333333,113,0.7533333333333333,0,0.0,1.0,150.0,0.880784501522614
2004,specify,34,1.0,0,0.0,0,0.0,0,0.0,1.0,34.0,0.0
2005,darling,1,0.0105263157894736,10,0.1052631578947368,70,0.7368421052631579,14,0.1473684210526315,0.9693877551020408,95.0,1.142781281553814
2006,didn't,1,0.5,0,0.0,1,0.5,0,0.0,0.0833333333333333,2.0,1.0
2007,sae,24,0.5217391304347826,22,0.4782608695652174,0,0.0,0,0.0,0.9019607843137256,46.0,0.9986359641585719
2008,fatten,13,0.7647058823529411,0,0.0,0,0.0,4,0.2352941176470588,1.0,17.0,0.787126586201269
2009,pon,2,0.4,1,0.2,2,0.4,0,0.0,1.0,5.0,1.5219280948873626
2010,wif,2,0.0035335689045936,358,0.6325088339222615,206,0.3639575971731448,0,0.0,0.9158576051779936,566.0,0.9774759868948737
2011,vomitte,8,0.8888888888888888,0,0.0,0,0.0,1,0.1111111111111111,1.0,9.0,0.5032583347756457
2012,irritated,1,0.0172413793103448,0,0.0,0,0.0,57,0.9827586206896552,1.0,58.0,0.1256580501725674
2013,suan,4,0.4,5,0.5,1,0.1,0,0.0,1.0,10.0,1.360964047443681
2014,ing,4,0.0384615384615384,2,0.0192307692307692,84,0.8076923076923077,14,0.1346153846153846,0.9043478260869564,104.0,0.9287317140812622
2015,rot,56,0.8115942028985508,0,0.0,13,0.1884057971014492,0,0.0,0.9583333333333334,69.0,0.698124573139618
2016,bloat,3,0.6,0,0.0,2,0.4,0,0.0,0.8333333333333334,5.0,0.9709505944546688
2017,wan,70,0.3448275862068966,125,0.6157635467980296,8,0.0394088669950738,0,0.0,0.8864628820960698,203.0,1.1442874109343952
2018,dare,205,0.9070796460176992,6,0.0265486725663716,12,0.0530973451327433,3,0.0132743362831858,0.8339483394833949,226.0,0.5742602327082819
2019,rubbish,1,0.0158730158730158,1,0.0158730158730158,46,0.7301587301587301,15,0.238095238095238,1.0,63.0,1.0139908931387995
2020,abt,56,0.1739130434782608,258,0.8012422360248447,0,0.0,8,0.0248447204968944,0.7740384615384616,322.0,0.8274743081319295
2021,refuse,445,0.9845132743362832,0,0.0,7,0.0154867256637168,0,0.0,1.0,452.0,0.11528767157596981
2022,pester,16,1.0,0,0.0,0,0.0,0,0.0,1.0,16.0,0.0
2023,spoil,132,0.9777777777777776,0,0.0,2,0.0148148148148148,1,0.0074074074074074,0.9854014598540146,135.0,0.17414875441886168
2024,sigh,95,0.1137724550898203,152,0.1820359281437125,588,0.704191616766467,0,0.0,0.8259149357072205,835.0,1.160448430955849
2025,darn,9,0.09375,9,0.09375,3,0.03125,75,0.78125,0.3568773234200743,96.0,1.0748068828532797
2026,wun,6,0.1363636363636363,26,0.5909090909090909,12,0.2727272727272727,0,0.0,0.6285714285714286,44.0,1.3516871258043608
2027,tahan,5,0.625,3,0.375,0,0.0,0,0.0,0.6153846153846154,8.0,0.954434002924965
2028,havent,1,0.1666666666666666,5,0.8333333333333334,0,0.0,0,0.0,1.0,6.0,0.6500224216483541
2029,been,1,0.25,0,0.0,3,0.75,0,0.0,0.0493827160493827,4.0,0.8112781244591328
2030,bile,1,0.0555555555555555,0,0.0,17,0.9444444444444444,0,0.0,1.0,18.0,0.3095434291503252
2031,se,14,0.07,165,0.825,20,0.1,1,0.005,0.8130081300813008,200.0,0.8679327089891582
2032,slap,152,0.7136150234741784,0,0.0,61,0.2863849765258216,0,0.0,0.9861111111111112,213.0,0.8640055843818898
2033,whack,33,0.6226415094339622,1,0.0188679245283018,19,0.3584905660377358,0,0.0,1.0,53.0,1.0642293471243862
2034,print,201,0.5809248554913294,0,0.0,145,0.4190751445086705,0,0.0,0.9942528735632185,346.0,0.981020690124788
2035,postpone,56,1.0,0,0.0,0,0.0,0,0.0,1.0,56.0,0.0
2036,saw,46,0.71875,6,0.09375,11,0.171875,1,0.015625,0.9696969696969696,64.0,1.193009800188128
2037,confess,101,1.0,0,0.0,0,0.0,0,0.0,1.0,101.0,0.0
2038,sleepy,1,0.0045045045045045,1,0.0045045045045045,0,0.0,220,0.990990990990991,0.9955156950672646,222.0,0.08315849258692981
2039,woke,73,1.0,0,0.0,0,0.0,0,0.0,1.0,73.0,0.0
2040,sour,11,0.1057692307692307,0,0.0,6,0.0576923076923076,87,0.8365384615384616,0.9904761904761904,104.0,0.7956358051778559
2041,axe,11,0.2444444444444444,1,0.0222222222222222,33,0.7333333333333333,0,0.0,1.0,45.0,0.9469919020221362
2042,asshole,2,0.0072463768115942,8,0.0289855072463768,265,0.960144927536232,1,0.0036231884057971,0.9928057553956836,276.0,0.2853003060375936
2043,reply,437,0.7271214642262895,5,0.0083194675540765,159,0.2645590682196339,0,0.0,0.9983388704318936,601.0,0.8992762081048448
2044,excerpt,3,0.0306122448979591,3,0.0306122448979591,92,0.9387755102040816,0,0.0,1.0,98.0,0.3935111200175334
2045,neck,2,0.0057471264367816,3,0.0086206896551724,342,0.9827586206896552,1,0.0028735632183908,0.997134670487106,348.0,0.1508157728799337
2046,dj,3,0.0114068441064638,164,0.623574144486692,96,0.3650190114068441,0,0.0,0.95985401459854,263.0,1.029223870171541
2047,cd,1,0.0007209805335255,565,0.407354001441961,821,0.5919250180245134,0,0.0,1.0,1387.0,0.9831109595294292
2048,cast,168,0.4528301886792453,0,0.0,201,0.5417789757412399,2,0.0053908355795148,0.9814814814814816,371.0,1.0372410991173089
2049,peer,43,0.2756410256410256,0,0.0,113,0.7243589743589743,0,0.0,0.9873417721518988,156.0,0.8494431983166945
2050,belt,20,0.1162790697674418,3,0.0174418604651162,149,0.8662790697674418,0,0.0,1.0,172.0,0.6422556910464422
2051,pierce,85,0.7264957264957265,9,0.0769230769230769,16,0.1367521367521367,7,0.0598290598290598,0.9285714285714286,117.0,1.2551592577108517
2052,grapple,14,0.7777777777777778,0,0.0,4,0.2222222222222222,0,0.0,1.0,18.0,0.7642045065086203
2053,worrying,2,0.0952380952380952,0,0.0,3,0.1428571428571428,16,0.7619047619047619,1.0,21.0,1.0230370655328809
2054,arise,112,1.0,0,0.0,0,0.0,0,0.0,1.0,112.0,0.0
2055,stretching,1,0.125,0,0.0,6,0.75,1,0.125,1.0,8.0,1.061278124459133
2056,indicate,165,1.0,0,0.0,0,0.0,0,0.0,1.0,165.0,0.0
2057,surface,31,0.1657754010695187,0,0.0,156,0.8342245989304813,0,0.0,1.0,187.0,0.6479488354785251
2058,interpret,82,0.9761904761904762,0,0.0,1,0.0119047619047619,1,0.0119047619047619,1.0,84.0,0.1861357039849167
2059,hire,318,0.8907563025210085,0,0.0,39,0.1092436974789916,0,0.0,0.9944289693593314,357.0,0.49763049843791557
2060,neil,1,0.0140845070422535,61,0.8591549295774648,9,0.1267605633802817,0,0.0,0.9726027397260274,71.0,0.6525034208523318
2061,buttered,1,0.1666666666666666,0,0.0,0,0.0,5,0.8333333333333334,1.0,6.0,0.6500224216483541
2062,shout,278,0.8128654970760234,1,0.0029239766081871,63,0.1842105263157894,0,0.0,0.9855907780979828,342.0,0.71716756343084
2063,knock,371,0.9205955334987592,0,0.0,32,0.0794044665012407,0,0.0,1.0,403.0,0.4000773071227117
2064,express,508,0.8396694214876033,3,0.0049586776859504,63,0.1041322314049586,31,0.0512396694214876,0.9967051070840196,605.0,0.8091294657406155
2065,refrigerate,7,1.0,0,0.0,0,0.0,0,0.0,1.0,7.0,0.0
2066,bargain,7,0.1590909090909091,0,0.0,37,0.8409090909090909,0,0.0,1.0,44.0,0.6321302781219706
2067,parade,15,0.077720207253886,0,0.0,178,0.922279792746114,0,0.0,1.0,193.0,0.3940948111222433
2068,clarity,1,0.0192307692307692,0,0.0,51,0.9807692307692308,0,0.0,1.0,52.0,0.1370994788998177
2069,remark,27,0.2030075187969924,1,0.0075187969924812,105,0.7894736842105263,0,0.0,0.9925373134328358,133.0,0.7892843760022683
2070,rail,13,0.1857142857142857,0,0.0,57,0.8142857142857143,0,0.0,0.9859154929577464,70.0,0.692419486327474
2071,wine,5,0.0075414781297134,1,0.0015082956259426,657,0.990950226244344,0,0.0,1.0,663.0,0.08030834577441674
2072,fu,1,0.0158730158730158,31,0.492063492063492,31,0.492063492063492,0,0.0,0.984375,63.0,1.1017216497858489
2073,interlace,4,0.8,0,0.0,1,0.2,0,0.0,1.0,5.0,0.7219280948873623
2074,karate,1,0.0222222222222222,4,0.0888888888888888,40,0.8888888888888888,0,0.0,0.9782608695652174,45.0,0.5834725675409083
2075,fight,1055,0.6793303283966516,1,0.0006439150032195,494,0.31809401159047,3,0.0019317450096587,0.9955128205128204,1553.0,0.9288253184457419
2076,gear,45,0.17578125,2,0.0078125,209,0.81640625,0,0.0,0.9961089494163424,256.0,0.7344865314853912
2077,bugger,16,0.3265306122448979,4,0.0816326530612244,29,0.5918367346938775,0,0.0,0.98,49.0,1.2701904796519514
2078,raining,5,0.2777777777777778,0,0.0,12,0.6666666666666666,1,0.0555555555555555,1.0,18.0,1.134969974603941
2079,revise,84,1.0,0,0.0,0,0.0,0,0.0,1.0,84.0,0.0
2080,etch,16,0.8888888888888888,0,0.0,2,0.1111111111111111,0,0.0,1.0,18.0,0.5032583347756457
2081,sand,8,0.032,1,0.004,241,0.964,0,0.0,1.0,250.0,0.2417589645364041
2082,reclaim,28,1.0,0,0.0,0,0.0,0,0.0,1.0,28.0,0.0
2083,disregard,36,0.6666666666666666,2,0.037037037037037,16,0.2962962962962963,0,0.0,1.0,54.0,1.0860486123130382
2084,squire,2,0.2222222222222222,3,0.3333333333333333,4,0.4444444444444444,0,0.0,0.75,9.0,1.5304930567574826
2085,shame,41,0.1209439528023598,8,0.023598820058997,287,0.8466076696165191,3,0.0088495575221238,0.9741379310344828,339.0,0.7598824435274139
2086,cutting,6,0.1304347826086956,0,0.0,39,0.8478260869565217,1,0.0217391304347826,1.0,46.0,0.7052910530145211
2087,shaving,2,0.0769230769230769,0,0.0,24,0.9230769230769232,0,0.0,1.0,26.0,0.3912435636292556
2088,unfold,50,1.0,0,0.0,0,0.0,0,0.0,1.0,50.0,0.0
2089,master,60,0.1192842942345924,23,0.0457256461232604,420,0.8349900596421471,0,0.0,1.0,503.0,0.7866641362357578
2090,catalogue,1,0.05,0,0.0,19,0.95,0,0.0,1.0,20.0,0.2863969571159562
2091,pen,27,0.1158798283261802,9,0.03862660944206,197,0.8454935622317596,0,0.0,0.9872881355932204,233.0,0.7463513978547069
2092,stunt,8,0.1269841269841269,1,0.0158730158730158,52,0.8253968253968254,2,0.0317460317460317,1.0,63.0,0.8594566640818723
2093,arch,11,0.2244897959183673,1,0.0204081632653061,34,0.6938775510204082,3,0.0612244897959183,1.0,49.0,1.2109879684073452
2094,barbecue,3,0.044776119402985,0,0.0,64,0.9552238805970148,0,0.0,1.0,67.0,0.2637774366941386
2095,crate,1,0.05,0,0.0,19,0.95,0,0.0,1.0,20.0,0.2863969571159562
2096,envelope,1,0.0140845070422535,0,0.0,70,0.9859154929577464,0,0.0,1.0,71.0,0.10679203237584188
2097,assault,24,0.3870967741935484,0,0.0,38,0.6129032258064516,0,0.0,1.0,62.0,0.9629004147713268
2098,knob,1,0.0476190476190476,0,0.0,20,0.9523809523809524,0,0.0,1.0,21.0,0.2761954276479391
2099,dan,1,0.0022522522522522,437,0.9842342342342344,6,0.0135135135135135,0,0.0,0.9955156950672646,444.0,0.12628371955711395
2100,journal,6,0.0087719298245614,21,0.0307017543859649,657,0.9605263157894736,0,0.0,0.9985401459854014,684.0,0.2700397926425478
2101,gel,8,0.1454545454545454,0,0.0,47,0.8545454545454545,0,0.0,1.0,55.0,0.5983474220910422
2102,funnel,8,0.4,0,0.0,12,0.6,0,0.0,1.0,20.0,0.9709505944546688
2103,flee,82,1.0,0,0.0,0,0.0,0,0.0,1.0,82.0,0.0
2104,collapse,88,0.822429906542056,0,0.0,19,0.1775700934579439,0,0.0,1.0,107.0,0.6747323584057238
2105,charming,1,0.0084033613445378,3,0.0252100840336134,0,0.0,115,0.9663865546218487,1.0,119.0,0.23947118044435847
2106,intend,343,1.0,0,0.0,0,0.0,0,0.0,1.0,343.0,0.0
2107,intrigue,54,0.6506024096385542,1,0.0120481927710843,23,0.2771084337349397,5,0.0602409638554216,1.0,83.0,1.2375034002556546
2108,fascinate,51,1.0,0,0.0,0,0.0,0,0.0,1.0,51.0,0.0
2109,matt,1,0.0015625,567,0.8859375,72,0.1125,0,0.0,0.998439937597504,640.0,0.5239596690340963
2110,localise,1,1.0,0,0.0,0,0.0,0,0.0,1.0,1.0,0.0
2111,overrun,16,0.8888888888888888,0,0.0,0,0.0,2,0.1111111111111111,1.0,18.0,0.5032583347756457
2112,deck,15,0.0806451612903225,3,0.0161290322580645,165,0.8870967741935484,3,0.0161290322580645,0.9946524064171124,186.0,0.6383184923498899
2113,shuffle,32,0.6956521739130435,0,0.0,13,0.2826086956521739,1,0.0217391304347826,0.9787234042553192,46.0,0.9995246444084432
2114,restore,64,1.0,0,0.0,0,0.0,0,0.0,1.0,64.0,0.0
2115,recognise,55,1.0,0,0.0,0,0.0,0,0.0,1.0,55.0,0.0
2116,object,25,0.0844594594594594,0,0.0,271,0.9155405405405406,0,0.0,1.0,296.0,0.41770067998277643
2117,strive,106,1.0,0,0.0,0,0.0,0,0.0,1.0,106.0,0.0
2118,ramble,144,0.8323699421965318,0,0.0,18,0.1040462427745664,11,0.0635838150289017,0.9719101123595506,173.0,0.8127692794363496
2119,staple,7,0.1320754716981132,0,0.0,46,0.8679245283018868,0,0.0,1.0,53.0,0.5631028237513912
2120,discuss,654,0.9732142857142856,18,0.0267857142857142,0,0.0,0,0.0,0.99851411589896,672.0,0.17800689613931447
2121,compile,54,1.0,0,0.0,0,0.0,0,0.0,1.0,54.0,0.0
2122,concede,30,1.0,0,0.0,0,0.0,0,0.0,1.0,30.0,0.0
2123,skewed,2,0.1666666666666666,0,0.0,0,0.0,10,0.8333333333333334,1.0,12.0,0.6500224216483541
2124,direct,238,0.5964912280701754,0,0.0,1,0.0025062656641604,160,0.4010025062656641,0.9975,399.0,0.9949438764497429
2125,schedule,225,0.3560126582278481,0,0.0,407,0.6439873417721519,0,0.0,1.0,632.0,0.9393235383350209
2126,circle,36,0.0863309352517985,6,0.014388489208633,375,0.8992805755395683,0,0.0,0.9976076555023924,417.0,0.5308649173895884
2127,rape,81,0.50625,0,0.0,79,0.49375,0,0.0,1.0,160.0,0.9998872865145767
2128,dialogue,3,0.0220588235294117,0,0.0,133,0.9779411764705882,0,0.0,1.0,136.0,0.1528492278398859
2129,struggle,294,0.6012269938650306,0,0.0,195,0.3987730061349693,0,0.0,1.0,489.0,0.9702283225124276
2130,uncover,34,1.0,0,0.0,0,0.0,0,0.0,1.0,34.0,0.0
2131,suppress,50,0.9803921568627452,0,0.0,1,0.0196078431372549,0,0.0,1.0,51.0,0.1392329990550989
2132,temper,17,0.2151898734177215,2,0.0253164556962025,55,0.6962025316455697,5,0.0632911392405063,1.0,79.0,1.2269289378030668
2133,implement,70,0.9722222222222222,0,0.0,2,0.0277777777777777,0,0.0,1.0,72.0,0.1831220683013728
2134,apologise,52,0.981132075471698,0,0.0,1,0.0188679245283018,0,0.0,1.0,53.0,0.1350362028021276
2135,overhear,48,1.0,0,0.0,0,0.0,0,0.0,1.0,48.0,0.0
2136,planning,5,0.0467289719626168,0,0.0,101,0.9439252336448598,1,0.0093457943925233,1.0,107.0,0.34811184404256673
2137,divert,22,0.9565217391304348,0,0.0,1,0.0434782608695652,0,0.0,1.0,23.0,0.2580186686648155
2138,expound,18,1.0,0,0.0,0,0.0,0,0.0,1.0,18.0,0.0
2139,perceive,143,1.0,0,0.0,0,0.0,0,0.0,1.0,143.0,0.0
2140,leapfrog,6,0.8571428571428571,0,0.0,1,0.1428571428571428,0,0.0,0.875,7.0,0.5916727785823274
2141,infuriate,15,0.625,0,0.0,0,0.0,9,0.375,1.0,24.0,0.954434002924965
2142,thumb,10,0.0684931506849315,1,0.0068493150684931,135,0.9246575342465754,0,0.0,1.0,146.0,0.4186643770256624
2143,mistaken,3,0.06,1,0.02,0,0.0,46,0.92,1.0,50.0,0.46708144015900344
2144,nudge,11,0.4782608695652174,0,0.0,12,0.5217391304347826,0,0.0,0.8518518518518519,23.0,0.9986359641585719
2145,wink,16,0.1403508771929824,3,0.0263157894736842,95,0.8333333333333334,0,0.0,0.890625,114.0,0.7548972922910266
2146,remote,2,0.0168067226890756,0,0.0,30,0.2521008403361344,87,0.7310924369747899,0.9754098360655736,119.0,0.9305925363575662
2147,stair,2,0.0080971659919028,0,0.0,245,0.9919028340080972,0,0.0,1.0,247.0,0.06789640139994163
2148,simplify,19,1.0,0,0.0,0,0.0,0,0.0,0.95,19.0,0.0
2149,illustrate,77,1.0,0,0.0,0,0.0,0,0.0,1.0,77.0,0.0
2150,overtake,40,1.0,0,0.0,0,0.0,0,0.0,1.0,40.0,0.0
2151,swap,51,0.7846153846153846,0,0.0,14,0.2153846153846154,0,0.0,1.0,65.0,0.7516499461153356
2152,loop,10,0.0699300699300699,0,0.0,132,0.9230769230769232,1,0.0069930069930069,1.0,143.0,0.4250510241616797
2153,leapfrogging,1,0.25,0,0.0,3,0.75,0,0.0,1.0,4.0,0.8112781244591328
2154,affect,360,0.9375,0,0.0,24,0.0625,0,0.0,1.0,384.0,0.3372900666170139
2155,modify,89,1.0,0,0.0,0,0.0,0,0.0,1.0,89.0,0.0
2156,peak,19,0.1557377049180328,1,0.0081967213114754,101,0.8278688524590164,1,0.0081967213114754,1.0,122.0,0.7570489563058421
2157,postulate,7,0.7777777777777778,0,0.0,2,0.2222222222222222,0,0.0,1.0,9.0,0.7642045065086203
2158,insure,19,1.0,0,0.0,0,0.0,0,0.0,1.0,19.0,0.0
2159,anna,1,0.0075187969924812,130,0.9774436090225564,2,0.0150375939849624,0,0.0,1.0,133.0,0.17627630246585818
2160,pink,3,0.0067720090293453,9,0.0203160270880361,68,0.1534988713318284,363,0.8194130925507901,0.9977477477477478,443.0,0.8134644041021406
2161,underline,13,0.9285714285714286,0,0.0,1,0.0714285714285714,0,0.0,1.0,14.0,0.3712323266408757
2162,gutte,11,1.0,0,0.0,0,0.0,0,0.0,1.0,11.0,0.0
2163,sir,1,0.0054945054945054,127,0.6978021978021978,54,0.2967032967032967,0,0.0,0.8544600938967136,182.0,0.9235810119740131
2164,warn,239,0.9227799227799228,0,0.0,20,0.0772200772200772,0,0.0,0.9961538461538462,259.0,0.3923074034968003
2165,startle,15,0.8823529411764706,0,0.0,0,0.0,2,0.1176470588235294,1.0,17.0,0.5225593745369408
2166,advance,61,0.2459677419354838,2,0.0080645161290322,181,0.7298387096774194,4,0.0161290322580645,0.992,248.0,0.9814258138006
2167,brake,12,0.1263157894736842,0,0.0,83,0.8736842105263158,0,0.0,1.0,95.0,0.5472469471683307
2168,amuse,71,0.8765432098765432,1,0.0123456790123456,2,0.0246913580246913,7,0.0864197530864197,0.9878048780487804,81.0,0.6820286456101106
2169,humour,5,0.0649350649350649,0,0.0,72,0.935064935064935,0,0.0,1.0,77.0,0.3467314682496637
2170,coach,15,0.056390977443609,9,0.0338345864661654,242,0.9097744360902256,0,0.0,0.9851851851851852,266.0,0.5233366183299096
2171,neglect,116,0.8992248062015504,0,0.0,12,0.0930232558139534,1,0.0077519379844961,0.9847328244274808,129.0,0.5108757403577329
2172,void,7,0.0686274509803921,0,0.0,79,0.7745098039215687,16,0.1568627450980392,1.0,102.0,0.9699727580460608
2173,prophecy,1,0.0384615384615384,1,0.0384615384615384,24,0.9230769230769232,0,0.0,1.0,26.0,0.46816664055233265
2174,lend,143,0.9794520547945206,0,0.0,1,0.0068493150684931,2,0.0136986301369863,0.874251497005988,146.0,0.16337523587104674
2175,sample,24,0.1655172413793103,0,0.0,119,0.8206896551724138,2,0.0137931034482758,1.0,145.0,0.7487200289738791
2176,kick,911,0.7579034941763727,4,0.0033277870216306,284,0.2362728785357737,3,0.0024958402662229,0.993388429752066,1202.0,0.8438634697751111
2177,spike,29,0.3085106382978723,9,0.0957446808510638,56,0.5957446808510638,0,0.0,0.9894736842105264,94.0,1.2926457718169329
2178,enhance,76,0.987012987012987,0,0.0,1,0.0129870129870129,0,0.0,1.0,77.0,0.1000009430103235
2179,detract,12,1.0,0,0.0,0,0.0,0,0.0,1.0,12.0,0.0
2180,edged,1,0.2,0,0.0,0,0.0,4,0.8,1.0,5.0,0.7219280948873623
2181,obscure,16,0.1649484536082474,0,0.0,0,0.0,81,0.8350515463917526,0.9897959183673468,97.0,0.6460174789535751
2182,greg,1,0.0056179775280898,169,0.949438202247191,8,0.0449438202247191,0,0.0,0.9726775956284152,178.0,0.31422430326027895
2183,hat,9,0.015,122,0.2033333333333333,468,0.78,1,0.0016666666666666,0.9950248756218906,600.0,0.8531354088947372
2184,circumvent,6,1.0,0,0.0,0,0.0,0,0.0,1.0,6.0,0.0
2185,suffering,5,0.043103448275862,0,0.0,111,0.956896551724138,0,0.0,0.9914529914529916,116.0,0.2563447740991362
2186,dictate,56,1.0,0,0.0,0,0.0,0,0.0,1.0,56.0,0.0
2187,experiment,48,0.2857142857142857,0,0.0,120,0.7142857142857143,0,0.0,1.0,168.0,0.8631205685666311
2188,earn,316,0.9905956112852664,0,0.0,3,0.0094043887147335,0,0.0,1.0,319.0,0.07681824409048703
2189,deliberate,6,0.1666666666666666,0,0.0,0,0.0,30,0.8333333333333334,1.0,36.0,0.6500224216483541
2190,oblige,28,0.9655172413793104,0,0.0,0,0.0,1,0.0344827586206896,1.0,29.0,0.21639693245126465
2191,absolve,7,1.0,0,0.0,0,0.0,0,0.0,1.0,7.0,0.0
2192,respond,491,1.0,0,0.0,0,0.0,0,0.0,1.0,491.0,0.0
2193,advert,1,0.0344827586206896,0,0.0,28,0.9655172413793104,0,0.0,1.0,29.0,0.21639693245126465
2194,submit,130,0.9774436090225564,0,0.0,3,0.0225563909774436,0,0.0,1.0,133.0,0.15556286259996746
2195,converse,43,0.7288135593220338,0,0.0,16,0.2711864406779661,0,0.0,1.0,59.0,0.8431619569518377
2196,charm,13,0.104,0,0.0,112,0.896,0,0.0,1.0,125.0,0.4815485438118001
2197,apology,1,0.0068965517241379,0,0.0,144,0.993103448275862,0,0.0,1.0,145.0,0.05943184720325876
