Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Mask_Tags_5
498,0,Thank,VERB,VERB,None
498,1,you,PRON,PRON,None
498,2,though,ADV,ADV,None
498,3,.,PUNCT,PUNCT,None
499,0,Are,AUX,AUX,None
499,1,you,PRON,PRON,None
499,2,free,ADJ,ADJ,None
499,3,for,ADP,ADP,None
499,4,lunch,NOUN,NOUN,None
499,5,today,NOUN,NOUN,None
499,6,.,PUNCT,PUNCT,None
500,0,I,PRON,PRON,None
500,1,want,VERB,VERB,None
500,2,to,PART,PART,None
500,3,go,VERB,VERB,None
500,4,to,ADP,ADP,None
500,5,the,DET,DET,None
500,6,cafeteria,NOUN,NOUN,None
500,7,for,ADP,ADP,None
500,8,vegetables,NOUN,NOUN,None
500,9,.,PUNCT,PUNCT,None
501,0,Let,VERB,VERB,None
501,1,me,PRON,PRON,None
501,2,know,VERB,VERB,None
501,3,if,SCONJ,SCONJ,None
501,4,you,PRON,PRON,None
501,5,are,AUX,AUX,None
501,6,interested,ADJ,ADJ,None
501,7,.,PUNCT,PUNCT,None
502,0,Janette,PROPN,PROPN,None
502,1,Elbertson,PROPN,PROPN,None
502,2,Administrative,ADJ,PROPN,PROPN
502,3,Coordinator,NOUN,PROPN,PROPN
502,4,EWS,PROPN,PROPN,None
502,5,Legal,PROPN,PROPN,None
502,6,",",PUNCT,PUNCT,None
502,7,EB3326,NOUN,PROPN,PROPN
502,8,Telephone,NOUN,NOUN,None
502,9,:,PUNCT,PUNCT,None
502,10,(,PUNCT,PUNCT,None
502,11,713,NUM,NUM,None
502,12,),PUNCT,PUNCT,None
502,13,853-7906,NUM,NUM,None
502,14,Facsimile,NOUN,NOUN,None
502,15,:,PUNCT,PUNCT,None
502,16,(,PUNCT,PUNCT,None
502,17,713,NUM,NUM,None
502,18,),PUNCT,PUNCT,None
502,19,646-2600,NUM,NUM,None
502,20,e-mail,NOUN,NOUN,None
502,21,address,NOUN,NOUN,None
502,22,:,PUNCT,PUNCT,None
502,23,janette.elbertson@enron.com,X,X,None
503,0,Are,AUX,AUX,None
503,1,you,PRON,PRON,None
503,2,free,ADJ,ADJ,None
503,3,for,ADP,ADP,None
503,4,lunch,NOUN,NOUN,None
503,5,some,DET,DET,None
503,6,day,NOUN,NOUN,None
503,7,this,DET,DET,None
503,8,week,NOUN,NOUN,None
503,9,?,PUNCT,PUNCT,None
504,0,Also,ADV,ADV,None
504,1,",",PUNCT,PUNCT,None
504,2,I,PRON,PRON,None
504,3,have,VERB,VERB,None
504,4,an,DET,DET,None
504,5,extra,ADJ,ADJ,None
504,6,ticket,NOUN,NOUN,None
504,7,for,ADP,ADP,None
504,8,the,DET,DET,None
504,9,Comets,PROPN,PROPN,None
504,10,game,NOUN,NOUN,None
504,11,on,ADP,ADP,None
504,12,Sat.,PROPN,PROPN,None
504,13,you,PRON,PRON,None
504,14,said,VERB,VERB,None
504,15,you,PRON,PRON,None
504,16,wanted,VERB,VERB,None
504,17,to,PART,PART,None
504,18,go,VERB,VERB,None
504,19,?,PUNCT,PUNCT,None
505,0,The,DET,DET,None
505,1,game,NOUN,NOUN,None
505,2,is,AUX,AUX,None
505,3,at,ADP,ADP,None
505,4,12,NUM,NUM,None
505,5,:,PUNCT,PUNCT,None
505,6,Sat,PROPN,PROPN,None
505,7,@,ADP,ADP,None
505,8,Compaq,PROPN,PROPN,None
505,9,Center,PROPN,PROPN,None
505,10,.,PUNCT,PUNCT,None
506,0,Would,AUX,AUX,None
506,1,love,VERB,VERB,None
506,2,for,SCONJ,SCONJ,None
506,3,you,PRON,PRON,None
506,4,to,PART,PART,None
506,5,join,VERB,VERB,None
506,6,us,PRON,PRON,None
506,7,.,PUNCT,PUNCT,None
507,0,I,PRON,PRON,None
507,1,am,AUX,AUX,None
507,2,bringing,VERB,VERB,None
507,3,two,NUM,NUM,None
507,4,of,ADP,ADP,None
507,5,my,PRON,PRON,None
507,6,girlfriends,NOUN,NOUN,None
507,7,from,ADP,ADP,None
507,8,LJ,PROPN,PROPN,None
507,9,.,PUNCT,PUNCT,None
508,0,Debra,PROPN,PROPN,None
508,1,Perlingiere,PROPN,PROPN,None
509,0,ok,INTJ,INTJ,None
509,1,call,VERB,VERB,None
509,2,me,PRON,PRON,None
510,0,Maybe,ADV,ADV,None
510,1,12:15,NUM,NUM,None
510,2,?,PUNCT,PUNCT,None
511,0,Janette,PROPN,PROPN,None
511,1,Elbertson,PROPN,PROPN,None
511,2,Administrative,ADJ,PROPN,PROPN
511,3,Coordinator,NOUN,PROPN,PROPN
511,4,EWS,PROPN,PROPN,None
511,5,Legal,PROPN,PROPN,None
511,6,",",PUNCT,PUNCT,None
511,7,EB3326,NOUN,PROPN,PROPN
511,8,Telephone,NOUN,NOUN,None
511,9,:,PUNCT,PUNCT,None
511,10,(,PUNCT,PUNCT,None
511,11,713,NUM,NUM,None
511,12,),PUNCT,PUNCT,None
511,13,853-7906,NUM,NUM,None
511,14,Facsimile,NOUN,NOUN,None
511,15,:,PUNCT,PUNCT,None
511,16,(,PUNCT,PUNCT,None
511,17,713,NUM,NUM,None
511,18,),PUNCT,PUNCT,None
511,19,646-2600,NUM,NUM,None
511,20,e-mail,NOUN,NOUN,None
511,21,address,NOUN,NOUN,None
511,22,:,PUNCT,PUNCT,None
511,23,janette.elbertson@enron.com,X,X,None
512,0,Today,NOUN,NOUN,None
512,1,is,AUX,AUX,None
512,2,good,ADJ,ADJ,None
512,3,12:30,NUM,NUM,None
512,4,?,PUNCT,PUNCT,None
513,0,Cafeteria,NOUN,PROPN,PRON
513,1,is,AUX,AUX,None
513,2,fine,ADJ,ADJ,None
513,3,.,PUNCT,PUNCT,None
514,0,I,PRON,PRON,None
514,1,'m,AUX,AUX,None
514,2,free,ADJ,ADJ,None
514,3,any,DET,DET,None
514,4,day,NOUN,NOUN,None
514,5,but,CCONJ,CCONJ,None
514,6,Tuesday,PROPN,PROPN,None
514,7,.,PUNCT,PUNCT,None
515,0,I,PRON,PRON,None
515,1,better,ADV,ADV,None
515,2,pass,VERB,VERB,None
515,3,on,ADP,ADP,None
515,4,the,DET,DET,None
515,5,Comets,PROPN,PROPN,None
515,6,game,NOUN,NOUN,None
515,7,.,PUNCT,PUNCT,None
516,0,My,PRON,PRON,None
516,1,weekends,NOUN,NOUN,None
516,2,seem,VERB,VERB,None
516,3,to,PART,PART,None
516,4,be,AUX,AUX,None
516,5,taken,VERB,VERB,None
516,6,up,ADP,ADP,None
516,7,with,ADP,ADP,None
516,8,condo,NOUN,NOUN,None
516,9,matters,NOUN,NOUN,None
516,10,",",PUNCT,PUNCT,None
516,11,house,NOUN,NOUN,None
516,12,hunting,NOUN,NOUN,None
516,13,.,PUNCT,PUNCT,None
517,0,Thank,VERB,VERB,None
517,1,you,PRON,PRON,None
517,2,though,ADV,ADV,None
517,3,.,PUNCT,PUNCT,None
518,0,Are,AUX,AUX,None
518,1,you,PRON,PRON,None
518,2,free,ADJ,ADJ,None
518,3,for,ADP,ADP,None
518,4,lunch,NOUN,NOUN,None
518,5,today,NOUN,NOUN,None
518,6,.,PUNCT,PUNCT,None
519,0,I,PRON,PRON,None
519,1,want,VERB,VERB,None
519,2,to,PART,PART,None
519,3,go,VERB,VERB,None
519,4,to,ADP,ADP,None
519,5,the,DET,DET,None
519,6,cafeteria,NOUN,NOUN,None
519,7,for,ADP,ADP,None
519,8,vegetables,NOUN,NOUN,None
519,9,.,PUNCT,PUNCT,None
520,0,Let,VERB,VERB,None
520,1,me,PRON,PRON,None
520,2,know,VERB,VERB,None
520,3,if,SCONJ,SCONJ,None
520,4,you,PRON,PRON,None
520,5,are,AUX,AUX,None
520,6,interested,ADJ,ADJ,None
520,7,.,PUNCT,PUNCT,None
521,0,Janette,PROPN,PROPN,None
521,1,Elbertson,PROPN,PROPN,None
521,2,Administrative,ADJ,PROPN,PROPN
521,3,Coordinator,NOUN,PROPN,PROPN
521,4,EWS,PROPN,PROPN,None
521,5,Legal,PROPN,PROPN,None
521,6,",",PUNCT,PUNCT,None
521,7,EB3326,NOUN,PROPN,PROPN
521,8,Telephone,NOUN,NOUN,None
521,9,:,PUNCT,PUNCT,None
521,10,(,PUNCT,PUNCT,None
521,11,713,NUM,NUM,None
521,12,),PUNCT,PUNCT,None
521,13,853-7906,NUM,NUM,None
521,14,Facsimile,NOUN,NOUN,None
521,15,:,PUNCT,PUNCT,None
521,16,(,PUNCT,PUNCT,None
521,17,713,NUM,NUM,None
521,18,),PUNCT,PUNCT,None
521,19,646-2600,NUM,NUM,None
521,20,e-mail,NOUN,NOUN,None
521,21,address,NOUN,NOUN,None
521,22,:,PUNCT,PUNCT,None
521,23,janette.elbertson@enron.com,X,X,None
522,0,Move-Team@ENRON,X,X,None
523,0,9/20/2000,NUM,NUM,None
523,1,3:22,NUM,NUM,None
523,2,PM,NOUN,NOUN,None
524,0,Sent,VERB,VERB,None
524,1,by,ADP,ADV,NOUN
524,2,:,PUNCT,PUNCT,None
524,3,John,X,PROPN,PROPN
524,4,Salinardo@ENRON,X,PROPN,PROPN
525,0,it,PRON,PRON,None
525,1,is,AUX,AUX,None
525,2,to,ADV,PART,ADV
525,3,late,ADJ,VERB,VERB
525,4,for,SCONJ,SCONJ,None
525,5,me,PRON,PRON,None
525,6,to,PART,PART,None
525,7,add,VERB,VERB,None
525,8,changes,NOUN,NOUN,None
525,9,.,PUNCT,PUNCT,None
526,0,We,PRON,PRON,None
526,1,will,AUX,AUX,None
526,2,have,VERB,VERB,None
526,3,to,PART,PART,None
526,4,correct,VERB,VERB,None
526,5,them,PRON,PRON,None
526,6,after,ADP,ADP,None
526,7,the,DET,DET,None
526,8,churn,NOUN,NOUN,None
526,9,.,PUNCT,PUNCT,None
527,0,Thank,VERB,VERB,None
527,1,you,PRON,PRON,None
527,2,for,ADP,ADP,None
527,3,you,PRON,PRON,None
527,4,patience,NOUN,NOUN,None
527,5,.,PUNCT,PUNCT,None
528,0,The,DET,DET,None
528,1,Dow,PROPN,PROPN,None
528,2,topped,VERB,VERB,None
528,3,out,ADP,ADP,None
528,4,in,ADP,ADP,None
528,5,February,PROPN,PROPN,None
528,6,of,ADP,ADP,None
528,7,1966,NUM,NUM,None
528,8,at,ADP,ADP,None
528,9,995,NUM,NUM,None
528,10,.,PUNCT,PUNCT,None
529,0,By,ADP,ADP,None
529,1,September,PROPN,PROPN,None
529,2,of,ADP,ADP,None
529,3,that,DET,DET,None
529,4,year,NOUN,NOUN,None
529,5,the,DET,DET,None
529,6,Dow,PROPN,PROPN,None
529,7,had,AUX,AUX,None
529,8,tumbled,VERB,VERB,None
529,9,to,ADP,ADP,None
529,10,744,NUM,NUM,None
529,11,.,PUNCT,PUNCT,None
530,0,The,DET,DET,None
530,1,Dow,PROPN,PROPN,None
530,2,then,ADV,ADV,None
530,3,rallied,VERB,VERB,None
530,4,to,ADP,ADP,None
530,5,a,DET,DET,None
530,6,high,NOUN,NOUN,None
530,7,of,ADP,ADP,None
530,8,943,NUM,NUM,None
530,9,in,ADP,ADP,None
530,10,September,PROPN,PROPN,None
530,11,of,ADP,ADP,None
530,12,'67,NUM,NUM,None
530,13,.,PUNCT,PUNCT,None
531,0,By,ADP,ADP,None
531,1,March,PROPN,PROPN,None
531,2,of,ADP,ADP,None
531,3,'68,NUM,NUM,None
531,4,the,DET,DET,None
531,5,Dow,PROPN,PROPN,None
531,6,had,AUX,AUX,None
531,7,fallen,VERB,VERB,None
531,8,to,ADP,ADP,None
531,9,825,NUM,NUM,None
531,10,",",PUNCT,PUNCT,None
531,11,only,ADV,ADV,None
531,12,to,PART,PART,None
531,13,climb,VERB,VERB,None
531,14,to,ADP,ADP,None
531,15,a,DET,DET,None
531,16,highly,ADV,ADV,None
531,17,speculative,ADJ,ADJ,None
531,18,peak,NOUN,NOUN,None
531,19,of,ADP,ADP,None
531,20,985,NUM,NUM,None
531,21,in,ADP,ADP,None
531,22,December,PROPN,PROPN,None
531,23,of,ADP,ADP,None
531,24,'68,NUM,NUM,None
531,25,.,PUNCT,PUNCT,None
532,0,The,DET,DET,None
532,1,Dow,PROPN,PROPN,None
532,2,then,ADV,ADV,None
532,3,sank,VERB,VERB,None
532,4,to,ADP,ADP,None
532,5,631,NUM,NUM,None
532,6,in,ADP,ADP,None
532,7,December,PROPN,PROPN,None
532,8,of,ADP,ADP,None
532,9,'70,NUM,NUM,None
532,10,.,PUNCT,PUNCT,None
533,0,By,ADP,ADP,None
533,1,April,PROPN,PROPN,None
533,2,of,ADP,ADP,None
533,3,'71,NUM,NUM,None
533,4,the,DET,DET,None
533,5,Dow,PROPN,PROPN,None
533,6,had,AUX,AUX,None
533,7,climbed,VERB,VERB,None
533,8,back,ADV,ADV,None
533,9,to,ADP,ADP,None
533,10,950,NUM,NUM,None
533,11,",",PUNCT,PUNCT,None
533,12,only,ADV,ADV,None
533,13,to,PART,PART,None
533,14,fall,VERB,VERB,None
533,15,to,ADP,ADP,None
533,16,869,NUM,NUM,None
533,17,in,ADP,ADP,None
533,18,February,PROPN,PROPN,None
533,19,of,ADP,ADP,None
533,20,'72,NUM,NUM,None
533,21,.,PUNCT,PUNCT,None
534,0,A,DET,DET,None
534,1,big,ADJ,ADJ,None
534,2,rally,NOUN,NOUN,None
534,3,then,ADV,ADV,None
534,4,took,VERB,VERB,None
534,5,the,DET,DET,None
534,6,Dow,PROPN,PROPN,None
534,7,(,PUNCT,PUNCT,None
534,8,unconfirmed,ADJ,ADJ,None
534,9,),PUNCT,PUNCT,None
534,10,to,ADP,ADP,None
534,11,a,DET,DET,None
534,12,record,ADJ,NOUN,NOUN
534,13,high,NOUN,NOUN,None
534,14,of,ADP,ADP,None
534,15,1051,NUM,NUM,None
534,16,in,ADP,ADP,None
534,17,January,PROPN,PROPN,None
534,18,of,ADP,ADP,None
534,19,'73,NUM,NUM,None
534,20,",",PUNCT,PUNCT,None
534,21,turning,VERB,VERB,None
534,22,everyone,PRON,PRON,None
534,23,bullish,ADJ,ADJ,None
534,24,.,PUNCT,PUNCT,None
535,0,But,CCONJ,CCONJ,None
535,1,by,ADP,ADP,None
535,2,December,PROPN,PROPN,None
535,3,of,ADP,ADP,None
535,4,'73,NUM,NUM,None
535,5,the,DET,DET,None
535,6,Dow,PROPN,PROPN,None
535,7,had,AUX,AUX,None
535,8,collapsed,VERB,VERB,None
535,9,to,ADP,ADP,None
535,10,788,NUM,NUM,None
535,11,.,PUNCT,PUNCT,None
536,0,Think,VERB,VERB,None
536,1,that,PRON,PRON,None
536,2,was,AUX,AUX,None
536,3,bad,ADJ,ADJ,None
536,4,-,PUNCT,PUNCT,None
536,5,by,ADP,ADP,None
536,6,December,PROPN,PROPN,None
536,7,of,ADP,ADP,None
536,8,'74,NUM,NUM,None
536,9,the,DET,DET,None
536,10,Dow,PROPN,PROPN,None
536,11,had,AUX,AUX,None
536,12,sunk,VERB,VERB,None
536,13,to,ADP,ADP,None
536,14,a,DET,DET,None
536,15,bear,NOUN,NOUN,None
536,16,market,NOUN,NOUN,None
536,17,low,NOUN,ADJ,NOUN
536,18,of,ADP,ADP,None
536,19,577,NUM,NUM,None
536,20,.,PUNCT,PUNCT,None
537,0,At,ADP,ADP,None
537,1,that,DET,DET,None
537,2,time,NOUN,NOUN,None
537,3,",",PUNCT,PUNCT,None
537,4,the,DET,DET,None
537,5,gurus,NOUN,NOUN,None
537,6,and,CCONJ,CCONJ,None
537,7,geniuses,NOUN,NOUN,None
537,8,of,ADP,ADP,None
537,9,Wall,PROPN,PROPN,None
537,10,Street,PROPN,PROPN,None
537,11,were,AUX,AUX,None
537,12,predicting,VERB,VERB,None
537,13,a,DET,DET,None
537,14,250,NUM,NUM,None
537,15,Dow,PROPN,PROPN,None
537,16,and,CCONJ,CCONJ,None
537,17,many,ADJ,ADJ,None
537,18,were,AUX,AUX,None
537,19,talking,VERB,VERB,None
537,20,openly,ADV,ADV,None
537,21,about,ADP,ADP,None
537,22,the,DET,DET,None
537,23,end,NOUN,NOUN,None
537,24,of,ADP,ADP,None
537,25,capitalism,NOUN,NOUN,None
537,26,.,PUNCT,PUNCT,None
538,0,Of,ADP,ADV,ADV
538,1,course,NOUN,ADV,ADV
538,2,",",PUNCT,PUNCT,None
538,3,that,PRON,PRON,None
538,4,was,AUX,AUX,None
538,5,the,DET,DET,None
538,6,bottom,NOUN,NOUN,None
539,0,And,CCONJ,CCONJ,None
539,1,that,PRON,PRON,None
539,2,'s,AUX,AUX,None
539,3,the,DET,DET,None
539,4,way,NOUN,NOUN,None
539,5,the,DET,DET,None
539,6,greatest,ADJ,ADJ,None
539,7,bear,NOUN,NOUN,None
539,8,market,NOUN,NOUN,None
539,9,since,ADP,SCONJ,ADP
539,10,the,DET,DET,None
539,11,Depression,PROPN,PROPN,None
539,12,worked,VERB,VERB,None
539,13,its,PRON,PRON,None
539,14,way,NOUN,NOUN,None
539,15,down,ADV,ADV,None
539,16,.,PUNCT,PUNCT,None
540,0,By,ADP,ADP,None
540,1,late,ADJ,ADJ,None
540,2,1974,NUM,NUM,None
540,3,investors,NOUN,NOUN,None
540,4,were,AUX,AUX,None
540,5,dizzy,ADJ,ADJ,None
540,6,",",PUNCT,PUNCT,None
540,7,they,PRON,PRON,None
540,8,were,AUX,AUX,None
540,9,desperate,ADJ,ADJ,None
540,10,",",PUNCT,PUNCT,None
540,11,they,PRON,PRON,None
540,12,were,AUX,AUX,None
540,13,wrung,VERB,ADJ,VERB
540,14,-,PUNCT,PUNCT,None
540,15,out,ADP,ADP,None
540,16,",",PUNCT,PUNCT,None
540,17,they,PRON,PRON,None
540,18,had,AUX,AUX,None
540,19,left,VERB,VERB,None
540,20,Wall,PROPN,PROPN,None
540,21,Street,PROPN,PROPN,None
540,22,",",PUNCT,PUNCT,None
540,23,many,ADJ,ADJ,None
540,23,left,VERB,VERB,None
540,24,for,ADP,ADP,None
540,25,good,ADJ,ADJ,None
540,26,.,PUNCT,PUNCT,None
541,0,great,INTJ,ADJ,INTJ
541,1,",",PUNCT,PUNCT,None
541,2,we,PRON,PRON,None
541,3,look,VERB,VERB,None
541,4,forward,ADV,ADV,None
541,5,to,SCONJ,ADP,ADP
541,6,seeing,VERB,VERB,None
541,7,you,PRON,PRON,None
541,8,.,PUNCT,PUNCT,None
542,0,DEBRA,PROPN,PROPN,None
542,1,PERLINGIERE,PROPN,NOUN,PROPN
543,0,9/20/2000,NUM,NUM,None
543,1,9:32,NUM,NUM,None
543,2,AM,NOUN,NOUN,None
544,0,I,PRON,PRON,None
544,1,will,AUX,AUX,None
544,2,not,PART,PART,None
544,3,be,AUX,AUX,None
544,4,there,ADV,ADV,None
544,5,at,ADP,ADP,None
544,6,7:30,NUM,NUM,None
544,7,",",PUNCT,PUNCT,None
544,8,but,CCONJ,CCONJ,None
544,9,will,AUX,AUX,None
544,10,see,VERB,VERB,None
544,11,you,PRON,PRON,None
544,12,arond,ADP,VERB,ADP
544,13,9:30,NUM,NUM,None
544,14,on,ADP,ADP,None
544,15,Tuesday,PROPN,PROPN,None
544,16,.,PUNCT,PUNCT,None
545,0,Many,ADJ,ADJ,None
545,1,thanks,NOUN,NOUN,None
545,2,!,PUNCT,PUNCT,None
546,0,Debra,PROPN,PROPN,None
546,1,Perlingiere,PROPN,PROPN,None
547,0,Edward,PROPN,PROPN,None
547,1,Terry,PROPN,PROPN,None
548,0,9/8/2000,NUM,NUM,None
548,1,9:55,NUM,NUM,None
548,2,AM,NOUN,NOUN,None
549,0,FYI,ADV,PROPN,X
549,1,",",PUNCT,PUNCT,None
550,0,Per,ADP,ADP,None
550,1,the,DET,DET,None
550,2,memo,NOUN,NOUN,None
550,3,",",PUNCT,PUNCT,None
550,4,ENA,PROPN,PROPN,None
550,5,'s,PART,PART,None
550,6,storage,NOUN,NOUN,None
550,7,account,NOUN,NOUN,None
550,8,will,AUX,AUX,None
550,9,be,AUX,AUX,None
550,10,REDUCED,VERB,PROPN,VERB
550,11,by,ADP,ADP,None
550,12,"420,588",NUM,NUM,None
550,13,mmbtu,NOUN,NOUN,None
550,14,!!!!!!,PUNCT,PUNCT,None
551,0,Robert,PROPN,PROPN,None
551,1,D,PROPN,PROPN,None
551,2,Morgan,PROPN,PROPN,None
552,0,9/8/2000,NUM,NUM,None
552,1,9:36,NUM,NUM,None
552,2,AM,NOUN,NOUN,None
553,0,The,DET,DET,None
553,1,results,NOUN,NOUN,None
553,2,of,ADP,ADP,None
553,3,the,DET,DET,None
553,4,February,PROPN,PROPN,None
553,5,26th,NOUN,NOUN,None
553,6,PVT,NOUN,PROPN,NOUN
553,7,test,NOUN,NOUN,None
553,8,conducted,VERB,VERB,None
553,9,on,ADP,ADP,None
553,10,Nville,PROPN,PROPN,None
553,11,have,AUX,AUX,None
553,12,been,AUX,AUX,None
553,13,discussed,VERB,VERB,None
553,14,with,ADP,ADP,None
553,15,each,DET,PRON,ADJ
553,16,of,ADP,ADP,None
553,17,you,PRON,PRON,None
553,18,over,ADP,ADP,None
553,19,the,DET,DET,None
553,20,last,ADJ,ADJ,None
553,21,three,NUM,NUM,None
553,22,months,NOUN,NOUN,None
553,23,.,PUNCT,PUNCT,None
554,0,As,SCONJ,SCONJ,None
554,1,we,PRON,PRON,None
554,2,have,AUX,AUX,None
554,3,discussed,VERB,VERB,None
554,4,....,PUNCT,PUNCT,None
554,5,effective,ADJ,ADJ,None
554,6,Sep,PROPN,PROPN,None
554,7,13th,NOUN,NOUN,None
554,8,",",PUNCT,PUNCT,None
554,9,Anita,PROPN,PROPN,None
554,10,will,AUX,AUX,None
554,11,make,VERB,VERB,None
554,12,the,DET,DET,None
554,13,adjustments,NOUN,NOUN,None
554,14,to,ADP,ADP,None
554,15,Enron,PROPN,PROPN,None
554,16,'s,PART,PART,None
554,17,inventory,NOUN,NOUN,None
554,18,and,CCONJ,CCONJ,None
554,19,pad,NOUN,NOUN,None
554,20,gas,NOUN,NOUN,None
554,21,to,PART,PART,None
554,22,reflect,VERB,VERB,None
554,23,the,DET,DET,None
554,24,February,PROPN,PROPN,None
554,25,26th,NOUN,NOUN,None
554,26,results,NOUN,NOUN,None
554,27,.,PUNCT,PUNCT,None
555,0,I,PRON,PRON,None
555,1,talked,VERB,VERB,None
555,2,with,ADP,ADP,None
555,3,Gary,PROPN,PROPN,None
555,4,Wilson,PROPN,PROPN,None
555,5,",",PUNCT,PUNCT,None
555,6,and,CCONJ,CCONJ,None
555,7,he,PRON,PRON,None
555,8,confirmed,VERB,VERB,None
555,9,that,SCONJ,SCONJ,None
555,10,the,DET,DET,None
555,11,revised,VERB,ADJ,ADJ
555,12,values,NOUN,NOUN,None
555,13,are,AUX,AUX,None
555,14,correct,ADJ,ADJ,None
555,15,.,PUNCT,PUNCT,None
556,0,Attached,VERB,VERB,None
556,1,is,AUX,AUX,None
556,2,a,DET,DET,None
556,3,spreadsheet,NOUN,NOUN,None
556,4,that,PRON,PRON,None
556,5,contains,VERB,VERB,None
556,6,the,DET,DET,None
556,7,values,NOUN,NOUN,None
556,8,.,PUNCT,PUNCT,None
557,0,The,DET,DET,None
557,1,correction,NOUN,NOUN,None
557,2,to,ADP,ADP,None
557,3,the,DET,DET,None
557,4,working,VERB,VERB,None
557,5,gas,NOUN,NOUN,None
557,6,includes,VERB,VERB,None
557,7,TWO,NUM,NUM,None
557,8,corrections,NOUN,NOUN,None
557,9,.,PUNCT,PUNCT,None
558,0,The,DET,DET,None
558,1,results,NOUN,NOUN,None
558,2,of,ADP,ADP,None
558,3,the,DET,DET,None
558,4,February,PROPN,PROPN,None
558,5,26th,NOUN,NOUN,None
558,6,test,NOUN,NOUN,None
558,7,reduces,VERB,VERB,None
558,8,the,DET,DET,None
558,9,working,VERB,VERB,None
558,10,gas,NOUN,NOUN,None
558,11,by,ADP,ADP,None
558,12,"398,487",NUM,NUM,None
558,13,MMBTU,NOUN,NOUN,None
558,14,.,PUNCT,PUNCT,None
559,0,In,ADP,ADP,None
559,1,addition,NOUN,NOUN,None
559,2,",",PUNCT,PUNCT,None
559,3,there,PRON,PRON,None
559,4,is,VERB,VERB,None
559,5,a,DET,DET,None
559,6,reduction,NOUN,NOUN,None
559,7,of,ADP,ADP,None
559,8,"22,101",NUM,NUM,None
559,9,MMBTU,NOUN,NOUN,None
559,10,which,PRON,PRON,None
559,11,is,AUX,AUX,None
559,12,the,DET,DET,None
559,13,difference,NOUN,NOUN,None
559,14,between,ADP,ADP,None
559,15,the,DET,DET,None
559,16,SCADA,NOUN,PROPN,ADJ
559,17,values,NOUN,NOUN,None
559,18,(,PUNCT,PUNCT,None
559,19,Best,ADJ,PROPN,PART
559,20,Available,ADJ,PROPN,PROPN
559,21,),PUNCT,PUNCT,None
559,22,that,PRON,SCONJ,SCONJ
559,23,Anita,PROPN,PROPN,None
559,24,showed,VERB,VERB,None
559,25,on,ADP,ADP,None
559,26,the,DET,DET,None
559,27,February,PROPN,PROPN,None
559,28,29th,NOUN,NOUN,None
559,29,Storage,NOUN,PROPN,PROPN
559,30,Sheet,NOUN,PROPN,NOUN
559,31,and,CCONJ,CCONJ,None
559,32,the,DET,DET,None
559,33,"""",PUNCT,PUNCT,None
559,34,official,ADJ,ADJ,None
559,35,"""",PUNCT,PUNCT,None
559,36,February,PROPN,PROPN,None
559,37,29th,NOUN,NOUN,None
559,38,values,NOUN,NOUN,None
559,39,that,PRON,PRON,None
559,40,Gary,PROPN,PROPN,None
559,41,Wilson,PROPN,PROPN,None
559,42,received,VERB,VERB,None
559,43,from,ADP,ADP,None
559,44,MIPS,NOUN,PROPN,PRON
559,45,.,PUNCT,PUNCT,None
560,0,To,PART,PART,None
560,1,summarize,VERB,VERB,None
560,2,:,PUNCT,PUNCT,None
560,3,Enron,PROPN,PROPN,None
560,4,'s,PART,PART,None
560,5,pad,NOUN,NOUN,None
560,6,gas,NOUN,NOUN,None
560,7,will,AUX,AUX,None
560,8,now,ADV,ADV,None
560,9,be,AUX,AUX,None
560,10,"3,993,310",NUM,NUM,None
560,11,MMBTU,NOUN,NOUN,None
560,12,",",PUNCT,PUNCT,None
560,13,instead,ADV,ADV,None
560,14,of,ADP,ADP,None
560,15,"4,223,000",NUM,NUM,None
560,16,MMBTU,NOUN,NOUN,None
560,17,.,PUNCT,PUNCT,None
561,0,Enron,PROPN,PROPN,None
561,1,'s,PART,PART,None
561,2,working,VERB,VERB,None
561,3,gas,NOUN,NOUN,None
561,4,will,AUX,AUX,None
561,5,be,AUX,AUX,None
561,6,reduced,VERB,VERB,None
561,7,by,ADP,ADP,None
561,8,"420,588",NUM,NUM,None
561,9,MMBTU,NOUN,NOUN,None
561,10,.,PUNCT,PUNCT,None
562,0,Call,VERB,VERB,None
562,1,me,PRON,PRON,None
562,2,if,SCONJ,SCONJ,None
562,3,there,PRON,PRON,None
562,4,are,VERB,VERB,None
562,5,any,DET,DET,None
562,6,questions,NOUN,NOUN,None
562,7,.,PUNCT,PUNCT,None
563,0,fyi,ADV,VERB,PROPN
564,0,yeah,INTJ,INTJ,None
564,1,i,PRON,PRON,None
564,2,got,AUX,AUX,None
564,3,yelled,VERB,VERB,None
564,4,at,ADP,ADV,ADP
564,5,also,ADV,ADV,None
564,6,.,PUNCT,PUNCT,None
565,0,i,PRON,PRON,None
565,1,tried,VERB,VERB,None
565,2,to,PART,PART,None
565,3,say,VERB,VERB,None
565,4,i,PRON,PRON,None
565,5,was,AUX,AUX,None
565,6,n't,PART,PART,None
565,7,that,ADV,PRON,ADV
565,8,drunk,ADJ,ADJ,None
565,9,but,CCONJ,CCONJ,None
565,10,z,PROPN,PRON,PRON
565,11,was,AUX,AUX,None
565,12,n't,PART,PART,None
565,13,having,VERB,VERB,None
565,14,any,DET,PRON,ADJ
565,15,of,ADP,ADP,None
565,16,that,DET,DET,None
