Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Mask_Tags,Combined_Algorithm_Tags
385,0,06/04/2001,NUM,NUM,,NUM
385,1,05:54,NUM,NUM,,NUM
385,2,PM,NOUN,NOUN,,NOUN
386,0,Can,AUX,AUX,,AUX
386,1,you,PRON,PRON,,PRON
386,2,pass,VERB,VERB,,VERB
386,3,this,PRON,PRON,,PRON
386,4,along,ADV,ADP,ADP,ADP
386,5,to,ADP,ADP,,ADP
386,6,Elizabeth,PROPN,PROPN,,PROPN
386,7,to,PART,PART,,PART
386,8,ensure,VERB,VERB,,VERB
386,9,Sanders,PROPN,PROPN,,PROPN
386,10,is,AUX,AUX,,AUX
386,11,on,ADP,ADP,,ADP
386,12,board,NOUN,NOUN,,NOUN
386,13,as,ADV,ADV,,ADV
386,14,well,ADV,ADV,,ADV
386,15,?,PUNCT,PUNCT,,PUNCT
387,0,We,PRON,PRON,,PRON
387,1,are,AUX,AUX,,AUX
387,2,renewing,VERB,VERB,,VERB
387,3,our,PRON,PRON,,PRON
387,4,L/C's,NOUN,PROPN,NOUN,PROPN
387,5,on,ADP,ADP,,ADP
387,6,a,DET,DET,,DET
387,7,month,NOUN,NOUN,,NOUN
387,8,to,ADP,ADP,,ADP
387,9,month,NOUN,NOUN,,NOUN
387,10,basis,NOUN,NOUN,,NOUN
387,11,for,ADP,ADP,,ADP
387,12,the,DET,DET,,DET
387,13,PX,NOUN,PROPN,ADJ,PROPN
387,14,per,ADP,ADP,,ADP
387,15,Sanders,PROPN,PROPN,,PROPN
387,16,.,PUNCT,PUNCT,,PUNCT
388,0,However,ADV,ADV,,ADV
388,1,",",PUNCT,PUNCT,,PUNCT
388,2,the,DET,DET,,DET
388,3,request,NOUN,NOUN,,NOUN
388,4,below,ADV,ADV,,ADV
388,5,is,AUX,AUX,,AUX
388,6,to,PART,PART,,PART
388,7,"""",PUNCT,PUNCT,,PUNCT
388,8,replenish,VERB,VERB,,VERB
388,9,"""",PUNCT,PUNCT,,PUNCT
388,10,the,DET,DET,,DET
388,11,CASH,NOUN,NOUN,,NOUN
388,12,that,PRON,PRON,,PRON
388,13,was,AUX,AUX,,AUX
388,14,drawn,VERB,VERB,,VERB
388,15,down,ADV,ADP,ADP,ADP
388,16,...,PUNCT,PUNCT,,PUNCT
388,17,please,INTJ,INTJ,,INTJ
388,18,advise,VERB,VERB,,VERB
388,19,.,PUNCT,PUNCT,,PUNCT
389,0,I,PRON,PRON,,PRON
389,1,agree,VERB,VERB,,VERB
389,2,with,ADP,ADP,,ADP
389,3,Steve,PROPN,PROPN,,PROPN
389,4,'s,PART,PART,,PART
389,5,position,NOUN,NOUN,,NOUN
389,6,stated,VERB,VERB,,VERB
389,7,in,ADP,ADP,,ADP
389,8,his,PRON,PRON,,PRON
389,9,separate,ADJ,ADJ,,ADJ
389,10,e'mail,NOUN,NOUN,,NOUN
389,11,.,PUNCT,PUNCT,,PUNCT
390,0,Do,AUX,AUX,,AUX
390,1,n't,PART,PART,,PART
390,2,give,VERB,VERB,,VERB
390,3,these,DET,DET,,DET
390,4,guys,NOUN,NOUN,,NOUN
390,5,a,DET,DET,,DET
390,6,penny,NOUN,NOUN,,NOUN
390,7,.,PUNCT,PUNCT,,PUNCT
391,0,----,PUNCT,PUNCT,,PUNCT
391,1,cgy,PROPN,PROPN,,PROPN
392,0,Tracy,PROPN,PROPN,,PROPN
392,1,",",PUNCT,PUNCT,,PUNCT
392,2,Do,AUX,AUX,,AUX
392,3,we,PRON,PRON,,PRON
392,4,have,VERB,VERB,,VERB
392,5,concerns,NOUN,NOUN,,NOUN
392,6,here,ADV,ADV,,ADV
392,7,.,PUNCT,PUNCT,,PUNCT
393,0,We,PRON,PRON,,PRON
393,1,pointed,VERB,VERB,,VERB
393,2,out,ADP,ADP,,ADP
393,3,to,ADP,ADP,,ADP
393,4,the,DET,DET,,DET
393,5,PX,NOUN,PROPN,NOUN,PROPN
393,6,that,SCONJ,SCONJ,,SCONJ
393,7,there,PRON,PRON,,PRON
393,8,was,VERB,VERB,,VERB
393,9,excess,ADJ,ADJ,,ADJ
393,10,credit,NOUN,NOUN,,NOUN
393,11,.,PUNCT,PUNCT,,PUNCT
394,0,By,SCONJ,ADP,ADP,ADP
394,1,using,VERB,VERB,,VERB
394,2,collateral,NOUN,NOUN,,NOUN
394,3,to,PART,PART,,PART
394,4,pay,VERB,VERB,,VERB
394,5,these,DET,DET,,DET
394,6,bills,NOUN,NOUN,,NOUN
394,7,are,AUX,AUX,,AUX
394,8,we,PRON,PRON,,PRON
394,9,not,PART,PART,,PART
394,10,keeping,VERB,VERB,,VERB
394,11,required,VERB,VERB,,VERB
394,12,levels,NOUN,NOUN,,NOUN
394,13,available,ADJ,ADJ,,ADJ
394,14,?,PUNCT,PUNCT,,PUNCT
395,0,Sara,PROPN,PROPN,,PROPN
395,1,",",PUNCT,PUNCT,,PUNCT
396,0,Attached,VERB,VERB,,VERB
396,1,below,ADV,ADV,,ADV
396,2,is,AUX,AUX,,AUX
396,3,Davis,PROPN,PROPN,,PROPN
396,4,Thames,PROPN,PROPN,,PROPN
396,5,',PART,PART,,PART
396,6,presentation,NOUN,NOUN,,NOUN
396,7,regarding,VERB,VERB,,VERB
396,8,the,DET,DET,,DET
396,9,proposed,VERB,VERB,,VERB
396,10,Project,PROPN,PROPN,,PROPN
396,11,Bruin,PROPN,PROPN,,PROPN
396,12,.,PUNCT,PUNCT,,PUNCT
397,0,I,PRON,PRON,,PRON
397,1,will,AUX,AUX,,AUX
397,2,forward,VERB,VERB,,VERB
397,3,the,DET,DET,,DET
397,4,draft,NOUN,NOUN,,NOUN
397,5,Bear,PROPN,PROPN,,PROPN
397,6,Stearns,PROPN,PROPN,,PROPN
397,7,term,NOUN,NOUN,,NOUN
397,8,sheet,NOUN,NOUN,,NOUN
397,9,separately,ADV,ADV,,ADV
397,10,.,PUNCT,PUNCT,,PUNCT
398,0,Paul,PROPN,PROPN,,PROPN
399,0,Team,NOUN,NOUN,,NOUN
399,1,",",PUNCT,PUNCT,,PUNCT
399,2,sorry,ADJ,ADJ,,ADJ
399,3,for,ADP,ADP,,ADP
399,4,the,DET,DET,,DET
399,5,delay,NOUN,NOUN,,NOUN
399,6,on,SCONJ,ADP,ADP,ADP
399,7,getting,VERB,VERB,,VERB
399,8,this,PRON,PRON,,PRON
399,9,around,ADV,ADV,,ADV
399,10,.,PUNCT,PUNCT,,PUNCT
400,0,Please,INTJ,INTJ,,INTJ
400,1,advise,VERB,VERB,,VERB
400,2,when,ADV,SCONJ,SCONJ,SCONJ
400,3,you,PRON,PRON,,PRON
400,4,can,AUX,AUX,,AUX
400,5,meet,VERB,VERB,,VERB
400,6,to,PART,PART,,PART
400,7,discuss,VERB,VERB,,VERB
400,8,issues,NOUN,NOUN,,NOUN
400,9,related,ADJ,VERB,ADJ,VERB
400,10,to,ADP,ADP,,ADP
400,11,your,PRON,PRON,,PRON
400,12,area,NOUN,NOUN,,NOUN
400,13,.,PUNCT,PUNCT,,PUNCT
401,0,Thanks,NOUN,NOUN,,NOUN
401,1,-,PUNCT,PUNCT,,PUNCT
402,0,Davis,PROPN,PROPN,,PROPN
403,0,Clint,PROPN,NOUN,NOUN,NOUN
403,1,:,PUNCT,PUNCT,,PUNCT
404,0,I,PRON,PRON,,PRON
404,1,spoke,VERB,VERB,,VERB
404,2,with,ADP,ADP,,ADP
404,3,Mike,PROPN,PROPN,,PROPN
404,4,Collins,PROPN,PROPN,,PROPN
404,5,[,PUNCT,PUNCT,,PUNCT
404,6,203-719-8385,NUM,NOUN,NUM,NOUN
404,7,(,PUNCT,PUNCT,,PUNCT
404,8,phone,NOUN,NOUN,,NOUN
404,9,),PUNCT,PUNCT,,PUNCT
404,10,and,CCONJ,CCONJ,,CCONJ
404,11,203-719-7031,NUM,NOUN,NUM,NOUN
404,12,(,PUNCT,PUNCT,,PUNCT
404,13,fax,NOUN,NOUN,,NOUN
404,14,),PUNCT,PUNCT,,PUNCT
404,15,],PUNCT,PUNCT,,PUNCT
404,16,who,PRON,PRON,,PRON
404,17,conrfirmed,VERB,VERB,,VERB
404,18,to,ADP,ADP,,ADP
404,19,me,PRON,PRON,,PRON
404,20,that,SCONJ,SCONJ,,SCONJ
404,21,the,DET,DET,,DET
404,22,cap,NOUN,NOUN,,NOUN
404,23,included,VERB,VERB,,VERB
404,24,the,DET,DET,,DET
404,25,remaining,VERB,VERB,,VERB
404,26,2.5,NUM,NUM,,NUM
404,27,+,SYM,SYM,,SYM
404,28,million,NUM,NUM,,NUM
404,29,remaining,VERB,VERB,,VERB
404,30,shares,NOUN,NOUN,,NOUN
404,31,.,PUNCT,PUNCT,,PUNCT
405,0,Please,INTJ,INTJ,,INTJ
405,1,return,VERB,VERB,,VERB
405,2,an,DET,DET,,DET
405,3,executed,VERB,VERB,,VERB
405,4,copy,NOUN,NOUN,,NOUN
405,5,of,ADP,ADP,,ADP
405,6,confirm,NOUN,VERB,PRON,VERB
405,7,to,ADP,ADP,,ADP
405,8,me,PRON,PRON,,PRON
405,9,.,PUNCT,PUNCT,,PUNCT
406,0,Thanks,NOUN,NOUN,,NOUN
406,1,.,PUNCT,PUNCT,,PUNCT
407,0,sara,PROPN,PROPN,,PROPN
408,0,My,PRON,PRON,,PRON
408,1,assistant,NOUN,NOUN,,NOUN
408,2,Joanne,PROPN,PROPN,,PROPN
408,3,Rozycki,PROPN,PROPN,,PROPN
408,4,has,VERB,VERB,,VERB
408,5,cell,NOUN,NOUN,,NOUN
408,6,",",PUNCT,PUNCT,,PUNCT
408,7,car,NOUN,NOUN,,NOUN
408,8,numbers,NOUN,NOUN,,NOUN
408,9,to,PART,PART,,PART
408,10,reach,VERB,VERB,,VERB
408,11,me,PRON,PRON,,PRON
408,12,.,PUNCT,PUNCT,,PUNCT
409,0,I,PRON,PRON,,PRON
409,1,'ll,AUX,AUX,,AUX
409,2,be,AUX,AUX,,AUX
409,3,back,ADV,ADV,,ADV
409,4,on,ADP,ADP,,ADP
409,5,Monday,PROPN,PROPN,,PROPN
409,6,.,PUNCT,PUNCT,,PUNCT
410,0,Sara,PROPN,PROPN,,PROPN
410,1,Shackleton,PROPN,PROPN,,PROPN
410,2,Enron,PROPN,PROPN,,PROPN
410,3,Wholesale,ADJ,PROPN,PROPN,PROPN
410,4,Services,NOUN,PROPN,PROPN,PROPN
410,5,1400,NUM,NUM,,NUM
410,6,Smith,PROPN,PROPN,,PROPN
410,7,Street,PROPN,PROPN,,PROPN
410,8,",",PUNCT,PUNCT,,PUNCT
410,9,EB,PROPN,PROPN,,PROPN
410,10,3801a,PROPN,NUM,NUM,NUM
410,11,Houston,PROPN,PROPN,,PROPN
410,12,",",PUNCT,PUNCT,,PUNCT
410,13,TX,PROPN,PROPN,,PROPN
410,14,77002,NUM,NUM,,NUM
410,15,Ph,NOUN,PROPN,NOUN,PROPN
410,16,:,PUNCT,PUNCT,,PUNCT
410,17,(,PUNCT,PUNCT,,PUNCT
410,18,713,NUM,NUM,,NUM
410,19,),PUNCT,PUNCT,,PUNCT
410,20,853-5620,NUM,NUM,,NUM
410,21,Fax,NOUN,NOUN,,NOUN
410,22,:,PUNCT,PUNCT,,PUNCT
410,23,(,PUNCT,PUNCT,,PUNCT
410,24,713,NUM,NUM,,NUM
410,25,),PUNCT,PUNCT,,PUNCT
410,26,646-3490,NUM,NUM,,NUM
411,0,Thanks,NOUN,NOUN,,NOUN
411,1,.,PUNCT,PUNCT,,PUNCT
412,0,SS,PROPN,PROPN,,PROPN
413,0,Sara,PROPN,PROPN,,PROPN
413,1,",",PUNCT,PUNCT,,PUNCT
414,0,Currently,ADV,ADV,,ADV
414,1,we,PRON,PRON,,PRON
414,2,have,VERB,VERB,,VERB
414,3,a,DET,DET,,DET
414,4,blank,ADJ,ADJ,,ADJ
414,5,"""",PUNCT,PUNCT,,PUNCT
414,6,sample,NOUN,NOUN,,NOUN
414,7,"""",PUNCT,PUNCT,,PUNCT
414,8,for,ADP,ADP,,ADP
414,9,our,PRON,PRON,,PRON
414,10,Paragraph,NOUN,PROPN,NOUN,PROPN
414,11,13s,NOUN,NOUN,,NOUN
414,12,which,PRON,PRON,,PRON
414,13,are,AUX,AUX,,AUX
414,14,attached,VERB,VERB,,VERB
414,15,to,ADP,ADP,,ADP
414,16,our,PRON,PRON,,PRON
414,17,sample,ADJ,NOUN,ADJ,NOUN
414,18,ISDAs,NOUN,NOUN,,NOUN
414,19,for,ADP,ADP,,ADP
414,20,(,PUNCT,PUNCT,,PUNCT
414,21,a,NUM,X,X,X
414,22,),PUNCT,PUNCT,,PUNCT
414,23,US,PROPN,PROPN,,PROPN
414,24,Corporate,ADJ,PROPN,PROPN,PROPN
414,25,",",PUNCT,PUNCT,,PUNCT
414,26,(,PUNCT,PUNCT,,PUNCT
414,27,b,NUM,X,X,X
414,28,),PUNCT,PUNCT,,PUNCT
414,29,Hedge,NOUN,PROPN,PROPN,PROPN
414,30,Funds,NOUN,PROPN,PROPN,PROPN
414,31,",",PUNCT,PUNCT,,PUNCT
414,32,(,PUNCT,PUNCT,,PUNCT
414,33,c,NUM,X,X,X
414,34,),PUNCT,PUNCT,,PUNCT
414,35,Municipal,ADJ,PROPN,PROPN,PROPN
414,36,.,PUNCT,PUNCT,,PUNCT
415,0,I,PRON,PRON,,PRON
415,1,will,AUX,AUX,,AUX
415,2,extract,VERB,VERB,,VERB
415,3,the,DET,DET,,DET
415,4,one,NOUN,NOUN,,NOUN
415,5,for,ADP,ADP,,ADP
415,6,the,DET,DET,,DET
415,7,US,PROPN,PROPN,,PROPN
415,8,corporate,ADJ,ADJ,,ADJ
415,9,Paragraph,NOUN,PROPN,NOUN,PROPN
415,10,13,NUM,NUM,,NUM
415,11,and,CCONJ,CCONJ,,CCONJ
415,12,email,VERB,NOUN,VERB,NOUN
415,13,to,ADP,ADP,,ADP
415,14,your,PRON,PRON,,PRON
415,15,contact,NOUN,NOUN,,NOUN
415,16,@,ADP,ADP,,ADP
415,17,First,ADJ,PROPN,PROPN,PROPN
415,18,Union,PROPN,PROPN,,PROPN
415,19,Securities,PROPN,PROPN,,PROPN
415,20,.,PUNCT,PUNCT,,PUNCT
416,0,The,DET,DET,,DET
416,1,sample,NOUN,NOUN,,NOUN
416,2,includes,VERB,VERB,,VERB
416,3,our,PRON,PRON,,PRON
416,4,"""",PUNCT,PUNCT,,PUNCT
416,5,caveat,NOUN,NOUN,,NOUN
416,6,"""",PUNCT,PUNCT,,PUNCT
416,7,",",PUNCT,PUNCT,,PUNCT
416,8,so,ADV,CCONJ,CCONJ,CCONJ
416,9,it,PRON,PRON,,PRON
416,10,should,AUX,AUX,,AUX
416,11,be,AUX,AUX,,AUX
416,12,fine,ADJ,ADJ,,ADJ
416,13,.,PUNCT,PUNCT,,PUNCT
417,0,Susan,PROPN,PROPN,,PROPN
418,0,Susan,PROPN,PROPN,,PROPN
418,1,:,PUNCT,PUNCT,,PUNCT
419,0,While,SCONJ,SCONJ,,SCONJ
419,1,Tanya,PROPN,PROPN,,PROPN
419,2,is,AUX,AUX,,AUX
419,3,reviewing,VERB,VERB,,VERB
419,4,credit,NOUN,NOUN,,NOUN
419,5,",",PUNCT,PUNCT,,PUNCT
419,6,can,AUX,AUX,,AUX
419,7,you,PRON,PRON,,PRON
419,8,please,INTJ,INTJ,,INTJ
419,9,send,VERB,VERB,,VERB
419,10,a,DET,DET,,DET
419,11,"""",PUNCT,PUNCT,,PUNCT
419,12,blank,ADJ,ADJ,,ADJ
419,13,form,NOUN,NOUN,,NOUN
419,14,Paragraph,NOUN,PROPN,NOUN,PROPN
419,15,13,NUM,NUM,,NUM
419,16,"""",PUNCT,PUNCT,,PUNCT
419,17,for,ADP,ADP,,ADP
419,18,this,DET,DET,,DET
419,19,master,NOUN,NOUN,,NOUN
419,20,.,PUNCT,PUNCT,,PUNCT
420,0,Just,ADV,ADV,,ADV
420,1,our,PRON,PRON,,PRON
420,2,standard,ADJ,NOUN,NOUN,NOUN
420,3,.,PUNCT,PUNCT,,PUNCT
421,0,Caveat,NOUN,NOUN,,NOUN
421,1,:,PUNCT,PUNCT,,PUNCT
421,2,subject,ADJ,ADJ,,ADJ
421,3,to,ADP,ADP,,ADP
421,4,credit,NOUN,NOUN,,NOUN
421,5,review,NOUN,NOUN,,NOUN
421,6,even,ADV,ADV,,ADV
421,7,though,SCONJ,SCONJ,,SCONJ
421,8,there,PRON,PRON,,PRON
421,9,are,VERB,VERB,,VERB
421,10,blanks,NOUN,NOUN,,NOUN
421,11,.,PUNCT,PUNCT,,PUNCT
422,0,Thanks,NOUN,NOUN,,NOUN
422,1,.,PUNCT,PUNCT,,PUNCT
423,0,Sara,PROPN,PROPN,,PROPN
424,0,First,ADJ,PROPN,PROPN,PROPN
424,1,Union,PROPN,PROPN,,PROPN
424,2,Securities,PROPN,PROPN,,PROPN
424,3,",",PUNCT,PUNCT,,PUNCT
424,4,Inc,PROPN,PROPN,,PROPN
424,5,.,PUNCT,PUNCT,,PUNCT
425,0,Hi,INTJ,INTJ,,INTJ
425,1,Sara,PROPN,PROPN,,PROPN
425,2,",",PUNCT,PUNCT,,PUNCT
426,0,I,PRON,PRON,,PRON
426,1,just,ADV,ADV,,ADV
426,2,wanted,VERB,VERB,,VERB
426,3,to,PART,PART,,PART
426,4,follow,VERB,VERB,,VERB
426,5,up,ADP,ADP,,ADP
426,6,on,SCONJ,ADP,ADP,ADP
426,7,whether,SCONJ,SCONJ,,SCONJ
426,8,you,PRON,PRON,,PRON
426,9,will,AUX,AUX,,AUX
426,10,have,VERB,AUX,VERB,AUX
426,11,a,DET,DET,,DET
426,12,chance,NOUN,NOUN,,NOUN
426,13,to,PART,PART,,PART
426,14,send,VERB,VERB,,VERB
426,15,a,DET,DET,,DET
426,16,draft,NOUN,NOUN,,NOUN
426,17,Credit,NOUN,PROPN,PROPN,PROPN
426,18,Support,NOUN,PROPN,NOUN,PROPN
426,19,Annex,NOUN,PROPN,NOUN,PROPN
426,20,(,PUNCT,PUNCT,,PUNCT
426,21,similar,ADJ,ADJ,,ADJ
426,22,in,ADP,ADP,,ADP
426,23,form,NOUN,NOUN,,NOUN
426,24,to,ADP,ADP,,ADP
426,25,the,DET,DET,,DET
426,26,one,NOUN,NOUN,,NOUN
426,27,previously,ADV,ADV,,ADV
426,28,executed,VERB,VERB,,VERB
426,29,with,ADP,ADP,,ADP
426,30,ENA,PROPN,PROPN,,PROPN
426,31,),PUNCT,PUNCT,,PUNCT
426,32,.,PUNCT,PUNCT,,PUNCT
427,0,I,PRON,PRON,,PRON
427,1,understand,VERB,VERB,,VERB
427,2,you,PRON,PRON,,PRON
427,3,may,AUX,AUX,,AUX
427,4,not,PART,PART,,PART
427,5,have,VERB,VERB,,VERB
427,6,credit,NOUN,NOUN,,NOUN
427,7,approval,NOUN,NOUN,,NOUN
427,8,yet,ADV,ADV,,ADV
427,9,so,ADV,ADV,,ADV
427,10,perhaps,ADV,ADV,,ADV
427,11,we,PRON,PRON,,PRON
427,12,can,AUX,AUX,,AUX
427,13,leave,VERB,VERB,,VERB
427,14,the,DET,DET,,DET
427,15,appropriate,ADJ,ADJ,,ADJ
427,16,sections,NOUN,NOUN,,NOUN
427,17,blank,ADJ,ADJ,,ADJ
427,18,in,ADP,ADP,,ADP
427,19,the,DET,DET,,DET
427,20,meantime,NOUN,NOUN,,NOUN
427,21,.,PUNCT,PUNCT,,PUNCT
428,0,Thanks,NOUN,NOUN,,NOUN
428,1,and,CCONJ,CCONJ,,CCONJ
428,2,regards,NOUN,NOUN,,NOUN
428,3,",",PUNCT,PUNCT,,PUNCT
429,0,Vijay,PROPN,PROPN,,PROPN
429,1,K.,PROPN,PROPN,,PROPN
429,2,Suchdev,PROPN,PROPN,,PROPN
429,3,Vice,NOUN,PROPN,PUNCT,PROPN
429,4,President,NOUN,PROPN,PROPN,PROPN
429,5,Equity,NOUN,PROPN,PUNCT,PROPN
429,6,Derivatives,NOUN,PROPN,PROPN,PROPN
429,7,First,ADJ,PROPN,PROPN,PROPN
429,8,Union,PROPN,PROPN,,PROPN
429,9,Securities,PROPN,PROPN,,PROPN
429,10,",",PUNCT,PUNCT,,PUNCT
429,11,Inc.,PROPN,PROPN,,PROPN
429,12,Telephone,NOUN,PROPN,NOUN,PROPN
429,13,:,PUNCT,PUNCT,,PUNCT
429,14,(,PUNCT,PUNCT,,PUNCT
429,15,212,NUM,NUM,,NUM
429,16,),PUNCT,PUNCT,,PUNCT
429,17,909-0951,NUM,NUM,,NUM
429,18,Facsimile,NOUN,NOUN,,NOUN
429,19,:,PUNCT,PUNCT,,PUNCT
429,20,(,PUNCT,PUNCT,,PUNCT
429,21,212,NUM,NUM,,NUM
429,22,),PUNCT,PUNCT,,PUNCT
429,23,891-5042,NUM,NUM,,NUM
429,24,email,NOUN,NOUN,,NOUN
429,25,:,PUNCT,PUNCT,,PUNCT
429,26,vijay.suchdev@funb.com,X,X,,X
429,27,<,PUNCT,X,X,X
429,28,mailto:vijay.suchdev@funb.com,X,X,,X
429,29,>,PUNCT,PUNCT,,PUNCT
430,0,Michael,X,PROPN,PROPN,PROPN
430,1,Olsen@ENRON,X,PROPN,PROPN,PROPN
431,0,12/07/2000,NUM,NUM,,NUM
431,1,02:29,NUM,NUM,,NUM
431,2,PM,NOUN,PROPN,PROPN,PROPN
432,0,Daren,PROPN,PROPN,,PROPN
432,1,",",PUNCT,PUNCT,,PUNCT
433,0,I,PRON,PRON,,PRON
433,1,was,AUX,AUX,,AUX
433,2,wondering,VERB,VERB,,VERB
433,3,if,SCONJ,SCONJ,,SCONJ
433,4,it,PRON,PRON,,PRON
433,5,would,AUX,AUX,,AUX
433,6,be,AUX,AUX,,AUX
433,7,OK,ADJ,ADJ,,ADJ
433,8,for,SCONJ,SCONJ,,SCONJ
433,9,me,PRON,PRON,,PRON
433,10,to,PART,PART,,PART
433,11,sit,VERB,VERB,,VERB
433,12,in,ADV,ADP,ADP,ADP
433,13,with,ADP,ADP,,ADP
433,14,you,PRON,PRON,,PRON
433,15,one,NUM,NUM,,NUM
433,16,day,NOUN,NOUN,,NOUN
433,17,to,PART,PART,,PART
433,18,get,VERB,VERB,,VERB
433,19,a,DET,DET,,DET
433,20,general,ADJ,ADJ,,ADJ
433,21,feel,NOUN,NOUN,,NOUN
433,22,of,ADP,ADP,,ADP
433,23,your,PRON,PRON,,PRON
433,24,end,NOUN,NOUN,,NOUN
433,25,of,ADP,ADP,,ADP
433,26,the,DET,DET,,DET
433,27,process,NOUN,NOUN,,NOUN
433,28,.,PUNCT,PUNCT,,PUNCT
434,0,Pat,PROPN,PROPN,,PROPN
434,1,had,AUX,AUX,,AUX
434,2,told,VERB,VERB,,VERB
434,3,me,PRON,PRON,,PRON
434,4,before,SCONJ,SCONJ,,SCONJ
434,5,he,PRON,PRON,,PRON
434,6,left,VERB,VERB,,VERB
434,7,that,SCONJ,SCONJ,,SCONJ
434,8,it,PRON,PRON,,PRON
434,9,would,AUX,AUX,,AUX
434,10,help,VERB,VERB,,VERB
434,11,me,PRON,PRON,,PRON
434,12,better,ADV,ADV,,ADV
434,13,grasp,VERB,VERB,,VERB
434,14,the,DET,DET,,DET
434,15,process,NOUN,NOUN,,NOUN
434,16,as,ADP,ADP,,ADP
434,17,a,DET,DET,,DET
434,18,whole,NOUN,NOUN,,NOUN
434,19,.,PUNCT,PUNCT,,PUNCT
435,0,I,PRON,PRON,,PRON
435,1,understand,VERB,VERB,,VERB
435,2,the,DET,DET,,DET
435,3,imminent,ADJ,ADJ,,ADJ
435,4,cold,ADJ,ADJ,,ADJ
435,5,weather,NOUN,NOUN,,NOUN
435,6,is,AUX,AUX,,AUX
435,7,making,VERB,VERB,,VERB
435,8,things,NOUN,NOUN,,NOUN
435,9,crazy,ADJ,ADJ,,ADJ
435,10,",",PUNCT,PUNCT,,PUNCT
435,11,so,ADV,ADV,,ADV
435,12,now,ADV,ADV,,ADV
435,13,may,AUX,AUX,,AUX
435,14,not,PART,PART,,PART
435,15,be,AUX,AUX,,AUX
435,16,the,DET,DET,,DET
435,17,best,ADJ,ADJ,,ADJ
435,18,time,NOUN,NOUN,,NOUN
435,19,to,PART,PART,,PART
435,20,be,AUX,AUX,,AUX
435,21,in,ADP,ADP,,ADP
435,22,your,PRON,PRON,,PRON
435,23,way,NOUN,NOUN,,NOUN
435,24,.,PUNCT,PUNCT,,PUNCT
436,0,But,CCONJ,CCONJ,,CCONJ
436,1,let,VERB,VERB,,VERB
436,2,me,PRON,PRON,,PRON
436,3,know,VERB,VERB,,VERB
436,4,if,SCONJ,SCONJ,,SCONJ
436,5,I,PRON,PRON,,PRON
436,6,can,AUX,AUX,,AUX
436,7,spend,VERB,VERB,,VERB
436,8,a,DET,DET,,DET
436,9,day,NOUN,NOUN,,NOUN
436,10,",",PUNCT,PUNCT,,PUNCT
436,11,morning,NOUN,NOUN,,NOUN
436,12,",",PUNCT,PUNCT,,PUNCT
436,13,or,CCONJ,CCONJ,,CCONJ
436,14,even,ADV,ADV,,ADV
436,15,just,ADV,ADV,,ADV
436,16,an,DET,DET,,DET
436,17,afternoon,NOUN,NOUN,,NOUN
436,18,down,ADV,ADV,,ADV
436,19,there,ADV,ADV,,ADV
436,20,with,ADP,ADP,,ADP
436,21,you,PRON,PRON,,PRON
436,22,whenever,ADV,SCONJ,PUNCT,SCONJ
436,23,it,PRON,PRON,,PRON
436,24,is,AUX,AUX,,AUX
436,25,a,DET,DET,,DET
436,26,good,ADJ,ADJ,,ADJ
436,27,time,NOUN,NOUN,,NOUN
436,28,.,PUNCT,PUNCT,,PUNCT
437,0,I,PRON,PRON,,PRON
437,1,think,VERB,VERB,,VERB
437,2,it,PRON,PRON,,PRON
437,3,will,AUX,AUX,,AUX
437,4,help,VERB,VERB,,VERB
437,5,me,PRON,PRON,,PRON
437,6,very,ADV,ADV,,ADV
437,7,much,ADV,ADV,,ADV
437,8,in,ADP,ADP,,ADP
437,9,my,PRON,PRON,,PRON
437,10,role,NOUN,NOUN,,NOUN
437,11,.,PUNCT,PUNCT,,PUNCT
438,0,Thanks,NOUN,NOUN,,NOUN
438,1,.,PUNCT,PUNCT,,PUNCT
439,0,Mike,PROPN,PROPN,,PROPN
440,0,The,DET,DET,,DET
440,1,new,ADJ,ADJ,,ADJ
440,2,fixed,VERB,VERB,,VERB
440,3,price,NOUN,NOUN,,NOUN
440,4,deal,NOUN,NOUN,,NOUN
440,5,with,ADP,ADP,,ADP
440,6,Equistar,PROPN,PROPN,,PROPN
440,7,is,AUX,AUX,,AUX
440,8,#,SYM,NOUN,NOUN,NOUN
440,9,365013,NUM,NUM,,NUM
440,10,.,PUNCT,PUNCT,,PUNCT
441,0,D,PROPN,NOUN,PROPN,NOUN
442,0,Daren,PROPN,PROPN,,PROPN
443,0,We,PRON,PRON,,PRON
443,1,just,ADV,ADV,,ADV
443,2,did,VERB,VERB,,VERB
443,3,a,DET,DET,,DET
443,4,deal,NOUN,NOUN,,NOUN
443,5,for,ADP,ADP,,ADP
443,6,the,DET,DET,,DET
443,7,rest,NOUN,NOUN,,NOUN
443,8,of,ADP,ADP,,ADP
443,9,the,DET,DET,,DET
443,10,month,NOUN,NOUN,,NOUN
443,11,for,ADP,ADP,,ADP
443,12,"10,000",NUM,NUM,,NUM
443,13,/,SYM,SYM,,SYM
443,14,d,NOUN,NOUN,,NOUN
443,15,at,ADP,ADP,,ADP
443,16,meter,NOUN,NOUN,,NOUN
443,17,#,SYM,NOUN,NOUN,NOUN
443,18,1552,NUM,NUM,,NUM
443,19,QE,NOUN,PROPN,NUM,PROPN
443,20,-,PUNCT,SYM,SYM,SYM
443,21,1,NUM,NUM,,NUM
443,22,@,ADP,ADP,,ADP
