,Sentence_Count,Token_ID,Word,UD_POS,SPACY_POS,Only_Mask_Tags_1,Only_Mask_Tags_2,Only_Mask_Tags_3,Only_Mask_Tags_4,Only_Mask_Tags_5,Only_Mask_Tags_6,Only_Mask_Tags_7,Only_Mask_Tags_8,Only_Mask_Tags_9,lemma
5170,291,8,&,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,PROPN,PROPN,PROPN,PROPN,PROPN,&
5171,291,9,Advisory,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,advisory
5172,291,10,Phone,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,phone
5173,291,11,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,:
5174,291,12,212-902-3724,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,212-902-3724
5175,291,13,Fax,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,fax
5176,291,14,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,:
5177,291,15,212-428-1181,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,212-428-1181
5178,291,16,E-Mail,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,e-mail
5179,291,17,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,:
5180,291,18,hilary.ackermann@gs.com,X,X,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,hilary.ackermann@gs.com
5181,292,0,Not,PART,PART,INTJ,INTJ,INTJ,NOUN,NOUN,NOUN,INTJ,INTJ,NOUN,not
5182,292,1,going,VERB,VERB,INTJ,INTJ,INTJ,ADV,ADV,ADV,ADV,ADV,ADV,go
5183,292,2,well,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,ADV,ADV,ADV,ADV,well
5184,293,0,Hello,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,PROPN,PROPN,PROPN,PROPN,PROPN,hello
5185,293,1,Louise,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PROPN,Louise
5186,293,2,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
5187,294,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5188,294,1,know,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,know
5189,294,2,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5190,294,3,must,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,must
5191,294,4,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be
5192,294,5,going,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,go
5193,294,6,nuts,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADP,ADP,ADP,ADP,nuts
5194,294,7,with,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,with
5195,294,8,all,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,all
5196,294,9,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
5197,294,10,events,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,event
5198,294,11,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
5199,294,12,so,ADV,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,so
5200,294,13,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5201,294,14,have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,have
5202,294,15,not,PART,PART,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,not
5203,294,16,called,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,call
5204,294,17,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5205,295,0,Hope,VERB,VERB,CCONJ,CCONJ,CCONJ,CCONJ,ADV,ADV,ADV,ADV,ADV,hope
5206,295,1,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5207,295,2,will,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,will
5208,295,3,be,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be
5209,295,4,sorted,VERB,VERB,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,sort
5210,295,5,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5211,296,0,Call,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,call
5212,296,1,me,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5213,296,2,if,SCONJ,SCONJ,PUNCT,PUNCT,PUNCT,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,if
5214,296,3,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5215,296,4,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have
5216,296,5,time,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,time
5217,296,6,.,PUNCT,PUNCT,X,X,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5218,297,0,M,PROPN,NOUN,PROPN,PROPN,PROPN,PROPN,PROPN,VERB,VERB,VERB,VERB,M
5219,298,0,Please,INTJ,INTJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,please
5220,298,1,update,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,update
5221,298,2,daily,ADV,ADV,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,daily
5222,299,0,Louise,PROPN,PROPN,PROPN,PROPN,X,PROPN,X,X,X,X,X,Louise
5223,299,1,",",PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,","
5224,300,0,There,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,there
5225,300,1,are,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,be
5226,300,2,only,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,only
5227,300,3,two,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,two
5228,300,4,counterparties,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,counterparty
5229,300,5,at,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,at
5230,300,6,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this
5231,300,7,time,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,time
5232,300,8,who,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,who
5233,300,9,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have
5234,300,10,overdue,ADJ,ADJ,DET,DET,DET,DET,DET,DET,DET,DET,DET,overdue
5235,300,11,margin,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,margin
5236,300,12,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,NOUN,:
5237,301,0,Original,ADJ,ADJ,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,original
5238,301,1,Margin,NOUN,NOUN,PUNCT,PUNCT,PUNCT,PUNCT,NOUN,PROPN,PROPN,PROPN,NOUN,margin
5239,301,2,Call,NOUN,VERB,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PUNCT,call
5240,301,3,Margin,NOUN,PROPN,PUNCT,PUNCT,PUNCT,AUX,AUX,PUNCT,PUNCT,PUNCT,PUNCT,margin
5241,301,4,Due,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,due
5242,301,5,Today,NOUN,NOUN,NUM,NUM,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,today
5243,302,0,Kinder,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Kinder
5244,302,1,Morgan,PROPN,PROPN,VERB,VERB,NOUN,VERB,VERB,VERB,VERB,NOUN,NOUN,Morgan
5245,302,2,$,SYM,SYM,SYM,SYM,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,$
5246,302,3,"3,500,000",NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,3500000
5247,302,4,$,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,$
5248,302,5,"1,250,000",NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,1250000
5249,303,0,AEP,PROPN,PROPN,NOUN,NOUN,ADJ,ADJ,NOUN,ADJ,NOUN,NOUN,NOUN,AEP
5250,303,1,$,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,$
5251,303,2,"19,250,000",NUM,NUM,SYM,SYM,SYM,SYM,NUM,NUM,NUM,NUM,NUM,19250000
5252,303,3,$,SYM,SYM,SYM,SYM,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,$
5253,303,4,"38,750,000",NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,NUM,38750000
5254,304,0,------------------------------,PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,VERB,VERB,VERB,VERB,------------------------------
5255,305,0,Totals,NOUN,NOUN,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,total
5256,305,1,$,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,$
5257,305,2,"22,750,000",NUM,NUM,SYM,SYM,SYM,SYM,NUM,SYM,SYM,SYM,SYM,22750000
5258,305,3,$,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,SYM,CCONJ,CCONJ,$
5259,305,4,"40,000,000",NUM,NUM,ADJ,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,40000000
5260,306,0,Please,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,INTJ,please
5261,306,1,let,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,let
5262,306,2,us,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,we
5263,306,3,know,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,know
5264,306,4,if,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,if
5265,306,5,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5266,306,6,need,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,need
5267,306,7,any,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,any
5268,306,8,additional,ADJ,ADJ,PROPN,PROPN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,additional
5269,306,9,information,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,information
5270,306,10,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5271,307,0,Stephanie,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VERB,VERB,VERB,VERB,Stephanie
5272,308,0,not,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,ADV,not
5273,308,1,sure,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADV,ADJ,ADV,ADV,ADV,sure
5274,308,2,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,SCONJ,SCONJ,PUNCT,PUNCT,PUNCT,PUNCT,","
5275,308,3,but,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,but
5276,308,4,i,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5277,308,5,assume,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,assume
5278,308,6,that,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,that
5279,308,7,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
5280,308,8,bluegrass,NOUN,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,bluegrass
5281,308,9,songbook,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,songbook
5282,308,10,is,AUX,AUX,AUX,AUX,AUX,AUX,ADP,ADP,ADP,ADP,ADP,be
5283,308,11,mine,PRON,PRON,ADV,ADV,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,my
5284,308,12,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5285,309,0,is,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,VERB,be
5286,309,1,it,PRON,PRON,ADV,ADV,PRON,PRON,PRON,PRON,PRON,PRON,ADJ,it
5287,309,2,for,ADP,ADP,DET,DET,DET,DET,DET,DET,DET,DET,ADJ,for
5288,309,3,guitar,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,guitar
5289,309,4,?,PUNCT,PUNCT,PUNCT,PUNCT,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,?
5290,310,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5291,310,1,'ll,AUX,AUX,ADV,ADV,ADV,ADV,ADV,ADV,AUX,ADV,ADV,will
5292,310,2,need,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,need
5293,310,3,to,PART,PART,PART,PART,DET,DET,DET,DET,DET,PRON,PRON,to
5294,310,4,ponder,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,ponder
5295,310,5,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PRON,PUNCT,PRON,PUNCT,PUNCT,PUNCT,.
5296,311,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5297,311,1,'ll,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,will
5298,311,2,try,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,try
5299,311,3,to,PART,PART,PART,PART,CCONJ,CCONJ,CCONJ,CCONJ,PART,PART,PART,to
5300,311,4,get,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,get
5301,311,5,back,ADV,ADV,ADV,ADV,ADV,ADP,ADP,ADP,ADP,ADP,ADP,back
5302,311,6,to,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,to
5303,311,7,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5304,311,8,pronto,ADV,NOUN,ADV,ADV,ADV,ADV,ADV,ADV,ADV,NOUN,ADV,pronto
5305,311,9,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5306,312,0,FYI,ADV,PROPN,PROPN,PROPN,X,X,X,X,X,X,X,fyi
5307,312,1,.,PUNCT,PUNCT,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,.
5308,313,0,We,PRON,PRON,SCONJ,SCONJ,PRON,PRON,PRON,PRON,PRON,PRON,PRON,we
5309,313,1,have,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,have
5310,313,2,this,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,this
5311,313,3,report,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,report
5312,313,4,?,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,?
5313,314,0,Hi,INTJ,INTJ,X,X,X,X,X,X,X,X,X,hi
5314,314,1,David,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,David
5315,314,2,:,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,:
5316,315,0,Thought,VERB,VERB,PRON,PRON,PRON,PRON,NOUN,NOUN,NOUN,NOUN,NOUN,think
5317,315,1,that,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,that
5318,315,2,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5319,315,3,might,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,might
5320,315,4,be,AUX,AUX,AUX,AUX,VERB,VERB,VERB,VERB,VERB,VERB,VERB,be
5321,315,5,interested,ADJ,ADJ,PRON,PRON,PRON,PRON,PRON,PRON,ADJ,ADJ,ADJ,interested
5322,315,6,.,PUNCT,PUNCT,ADP,ADP,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5323,316,0,Best,ADJ,ADV,PROPN,PROPN,X,PROPN,X,X,X,X,X,good
5324,316,1,",",PUNCT,PUNCT,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,","
5325,317,0,Jeff,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,VERB,VERB,VERB,VERB,Jeff
5326,318,0,Well,INTJ,INTJ,ADV,ADV,INTJ,INTJ,INTJ,ADV,ADV,ADV,ADV,well
5327,318,1,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
5328,318,2,he,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,he
5329,318,3,launched,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,launch
5330,318,4,today,NOUN,NOUN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,today
5331,318,5,.,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,.
5332,319,0,Have,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,have
5333,319,1,you,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,you
5334,319,2,seen,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,see
5335,319,3,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
5336,319,4,materials,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,material
5337,319,5,from,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,from
5338,319,6,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
5339,319,7,press,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,press
5340,319,8,conference,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,conference
5341,319,9,that,PRON,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,SCONJ,that
5342,319,10,he,PRON,PRON,AUX,AUX,PRON,AUX,PRON,AUX,AUX,AUX,AUX,he
5343,319,11,launched,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,launch
5344,319,12,today,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,today
5345,319,13,?,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,?
5346,320,0,I,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,I
5347,320,1,think,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,think
5348,320,2,this,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,this
5349,320,3,is,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,AUX,be
5350,320,4,actually,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,actually
5351,320,5,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a
5352,320,6,good,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,good
5353,320,7,thing,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,thing
5354,320,8,--,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,--
5355,320,9,makes,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,make
5356,320,10,our,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,our
5357,320,11,proposal,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,proposal
5358,320,12,look,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,look
5359,320,13,like,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,like
5360,320,14,a,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,a
5361,320,15,much,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,much
5362,320,16,more,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more
5363,320,17,preferable,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,preferable
5364,320,18,alternative,NOUN,NOUN,NUM,NUM,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,alternative
5365,320,19,by,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,by
5366,320,20,comparison,NOUN,NOUN,PROPN,PROPN,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,comparison
5367,320,21,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
5368,320,22,makes,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,make
5369,320,23,our,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,our
5370,320,24,support,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,support
5371,320,25,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in
5372,320,26,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
5373,320,27,process,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,process
5374,320,28,more,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,ADV,more
5375,320,29,important,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,ADJ,important
5376,320,30,",",PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,","
5377,320,31,and,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,CCONJ,and
5378,320,32,sets,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,set
5379,320,33,Harvey,PROPN,PROPN,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,PRON,Harvey
5380,320,34,up,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADV,ADV,ADV,up
5381,320,35,as,ADP,SCONJ,SCONJ,SCONJ,SCONJ,ADP,ADP,ADP,ADP,ADP,ADP,as
5382,320,36,the,DET,DET,DET,DET,DET,DET,PRON,PRON,PRON,DET,DET,the
5383,320,37,Ralph,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Ralph
5384,320,38,Nader,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,Nader
5385,320,39,equivalent,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,equivalent
5386,320,40,in,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,ADP,in
5387,320,41,the,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET,the
5388,320,42,election,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,election
5389,320,43,to,PART,PART,PART,PART,PART,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,PUNCT,to
5390,320,44,fix,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,VERB,fix
5391,320,45,California,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,PROPN,California
5392,320,46,'s,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,PART,'s
5393,320,47,broken,ADJ,ADJ,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,broken
